,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,alpine.csv,boost.csv,quarkplayer.csv,gusanos.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,enzo.csv,fmri-dmt.csv,passwordsafe.csv
alpine.csv,99.0,195.0,96.5,98.5,194.0,584.0,323.0,294.0,97.5,98.5,290.0,1079.0,2556.5,585.5,190.0,96.5,98.5,92.5,98.5,98.5
badtrinity-zero.csv,98.5,0.0,91.5,99.0,196.5,0.0,1159.5,589.5,97.5,98.5,487.0,882.0,549.0,0.0,89.5,98.5,98.5,0.0,98.5,98.5
boost.csv,99.0,191.0,96.5,98.5,386.5,291.5,1758.0,96.5,97.5,98.5,194.5,482.5,3435.5,94.5,98.5,91.5,98.5,98.5,98.5,98.5
critterding.csv,99.0,91.5,96.5,99.0,195.5,387.0,189.5,392.0,97.5,197.5,579.5,688.0,5365.0,388.5,98.5,96.5,98.5,98.5,98.5,98.5
enzo.csv,99.0,285.5,96.5,99.0,392.5,389.0,1258.5,490.0,97.5,98.5,487.0,980.5,4793.5,388.5,197.5,98.5,98.5,98.5,98.5,98.5
etics.csv,99.0,93.5,96.5,98.5,195.0,389.0,442.0,97.5,97.5,98.5,587.5,195.0,1500.0,388.5,191.0,91.5,98.5,98.5,98.5,192.0
fmri-dmt.csv,99.0,97.5,96.5,99.0,195.0,584.0,2244.5,1181.5,93.5,284.0,95.5,881.5,5328.5,488.0,538.5,98.5,93.5,96.5,98.5,191.0
genecys.csv,99.0,97.5,189.0,99.0,195.0,386.0,1258.5,1182.5,97.5,197.5,480.5,389.0,5986.5,585.5,197.5,98.5,98.5,98.5,98.5,289.5
gusanos.csv,98.5,195.0,96.5,98.5,196.5,487.5,573.5,392.5,97.5,197.5,194.5,1079.0,2233.5,94.5,94.5,96.5,98.5,81.5,98.5,98.5
kftpgrabber.csv,94.5,189.0,96.5,98.5,192.0,485.5,75.5,192.0,44.5,98.5,633.5,685.0,2251.5,290.0,94.5,96.5,98.5,81.5,98.5,98.5
kvs.csv,99.0,273.5,96.5,99.0,89.5,191.0,236.5,684.0,78.0,289.5,479.5,783.5,1473.5,388.5,98.5,96.5,98.5,98.5,191.0,289.5
mcore3d.csv,1108.5,283.5,96.5,98.5,295.0,194.0,1159.5,194.0,97.5,98.5,194.5,288.5,2820.5,94.5,191.0,89.5,98.5,91.5,98.5,98.5
modplug.csv,99.0,195.0,96.5,98.5,294.0,584.0,192.5,489.5,97.5,98.5,487.0,1079.0,7600.0,388.5,98.5,98.5,98.5,98.5,98.5,98.5
monetdb.csv,97.5,97.5,81.5,98.5,293.0,91.5,300.0,97.5,97.5,98.5,485.0,588.5,2843.5,93.5,94.5,96.5,93.5,89.5,98.5,98.5
ogrehg.csv,98.5,91.5,96.5,99.0,194.0,389.0,591.0,97.5,97.5,98.5,194.5,684.0,3234.5,94.5,191.0,96.5,98.5,98.5,98.5,98.5
passwordsafe.csv,99.0,91.5,96.5,98.5,195.0,580.0,412.5,392.0,97.5,197.5,191.0,785.5,3012.5,193.5,286.5,98.5,98.5,98.5,98.5,98.5
projecteqemu.csv,99.0,91.5,96.5,98.5,97.5,389.0,137.0,196.0,97.5,98.5,331.0,96.5,1543.0,94.5,191.0,96.5,98.5,98.5,98.5,98.5
quarkplayer.csv,99.0,168.0,96.5,193.0,194.0,389.0,1586.5,1082.0,59.5,379.0,1021.5,782.0,1826.0,93.5,197.5,76.5,159.0,96.5,191.0,397.5
reactos-mirror.csv,99.0,97.5,96.5,98.5,194.0,486.5,681.5,984.5,97.5,98.5,1377.5,684.0,4289.0,388.5,286.5,94.5,98.5,98.5,98.5,98.5
xbplayer.csv,197.5,93.5,81.5,99.0,271.5,385.0,90.5,93.5,97.5,98.5,386.5,585.5,3353.0,191.0,191.0,91.5,98.5,83.5,98.5,98.5
