,google-collections.csv,forester-atv.csv,mediate.csv,st-filteredstatistics.csv,projectfactory.csv,geotools.csv,l2j.csv,thedata.csv
forester-atv.csv,0.04,0.85,0.1,0.15,0.1,0.26,0.19,0.0
geotools.csv,0.61,0.85,0.72,0.87,0.49,0.56,0.32,0.75
google-collections.csv,0.81,0.96,1.0,1.0,1.0,1.0,1.0,1.0
l2j.csv,0.46,0.92,1.0,0.36,0.69,0.47,0.72,0.25
mediate.csv,0.35,0.85,0.79,0.49,0.1,0.39,0.48,0.25
projectfactory.csv,0.31,0.85,0.92,0.79,0.54,0.84,0.79,0.5
st-filteredstatistics.csv,0.28,0.54,1.0,0.82,0.97,0.84,0.76,0.5
thedata.csv,0.59,0.73,0.72,0.85,0.95,0.55,0.82,1.0
