,gtad.csv,projectts.csv,scen-connect.csv,wxlua.csv,ipfire-wall.csv,cubefs.csv,mumble.csv,irplus.csv,powerfolder.csv,smartgwt.csv,ondex.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,quantlib.csv,tweetsharp.csv
cubefs.csv,0.41,0.46,0.38,0.94,0.86,0.48,0.75,0.54,0.38,0.43,0.7,0.36,0.52,0.5,0.83,0.62
fleet-simulator.csv,0.36,0.44,0.61,0.49,0.37,0.45,0.4,0.36,0.35,0.65,0.31,0.29,0.41,0.41,0.36,0.41
geogebra.csv,0.42,0.46,0.48,0.77,0.38,0.88,0.43,0.45,0.5,0.63,0.51,0.58,0.51,0.48,0.95,0.39
gtad.csv,0.67,0.86,0.52,0.88,0.41,0.48,0.52,0.56,0.45,0.77,0.95,0.5,0.56,0.98,0.89,0.39
hibernate.csv,0.46,0.88,0.58,0.74,0.42,0.45,0.49,0.58,0.4,0.55,0.46,0.59,0.58,0.58,0.45,0.41
ipfire-wall.csv,0.38,0.53,0.67,0.46,0.48,0.82,0.51,0.46,0.37,0.38,0.64,0.33,0.57,0.56,0.79,0.55
irplus.csv,0.34,0.47,0.67,0.38,0.37,0.42,0.38,0.43,0.49,0.34,0.49,0.43,0.6,0.46,0.55,0.3
mumble.csv,0.92,0.53,0.43,0.86,0.0,0.96,0.47,0.38,0.42,0.59,0.45,0.3,0.57,0.54,0.34,0.52
ondex.csv,0.53,0.0,0.59,0.86,0.45,0.48,0.53,0.67,0.4,0.98,0.75,0.77,0.78,0.86,0.89,0.57
powerfolder.csv,0.73,0.56,0.91,0.62,0.4,0.45,0.43,0.62,0.94,0.79,0.96,0.5,0.59,0.66,0.44,0.36
projectts.csv,0.53,0.56,0.39,0.8,0.44,0.79,0.47,0.38,0.56,0.53,0.41,0.45,0.55,0.51,0.77,0.39
quantlib.csv,0.41,0.0,0.92,0.56,0.0,0.48,0.75,0.85,0.62,0.57,0.31,0.74,0.43,0.39,0.6,0.0
smartgwt.csv,0.4,0.4,0.86,0.38,0.38,0.43,0.4,0.92,0.81,0.36,0.56,0.89,0.8,0.69,0.46,0.34
tweetsharp.csv,0.95,0.61,0.38,0.83,0.47,0.49,0.48,0.57,0.45,0.97,0.48,0.92,0.58,0.65,0.63,0.51
wxlua.csv,0.39,0.43,0.81,0.55,0.37,0.48,0.49,0.83,0.84,0.43,0.8,0.91,0.99,0.83,0.49,0.45
