,owfs.csv,utgb.csv,chipster.csv,sidekar.csv,jgnash.csv,jsr308-langtools.csv,continuum-ide.csv,azureus.csv,ctrlr.csv,jppf-project.csv,stemkit.csv,galaxium.csv,ingex.csv,itext.csv,octet.csv,lite.csv,bzbyte.csv,carabiner.csv,tigermud.csv,ta3d.csv
azureus.csv,0.62,1.0,0.88,0.97,0.96,0.4,0.82,0.3,0.74,0.44,0.92,0.94,0.67,0.49,1.01,0.98,0.95,1.0,1.0,1.0
bzbyte.csv,1.0,0.91,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0,0.56,1.0,1.0,1.0,1.0,0.39,1.0,0.76,0.87
carabiner.csv,0.69,0.64,0.87,0.69,0.68,0.91,0.64,0.91,0.88,0.71,0.64,0.69,0.7,0.65,1.03,0.7,0.61,0.33,0.82,0.66
chipster.csv,0.81,0.8,0.49,0.75,0.86,0.64,0.41,0.54,0.74,0.44,0.75,0.6,0.97,0.64,0.8,1.01,0.88,0.78,0.77,0.81
continuum-ide.csv,1.0,0.89,0.89,0.82,0.68,0.72,0.35,0.84,0.83,0.78,0.85,0.76,0.95,0.65,0.72,0.4,0.62,0.91,0.85,0.88
ctrlr.csv,0.77,0.68,0.69,0.95,0.9,0.86,0.89,0.83,0.41,1.08,0.91,0.93,0.89,1.01,0.89,0.94,0.65,0.96,0.8,0.91
galaxium.csv,0.48,0.62,0.5,0.53,0.63,0.42,0.54,0.49,0.95,0.88,0.7,0.28,0.6,0.46,0.86,0.81,0.57,0.75,0.96,0.62
ingex.csv,0.73,0.77,0.78,0.6,0.66,0.6,0.78,0.69,0.97,0.62,0.79,0.61,0.53,0.49,0.78,0.95,0.78,0.65,0.78,0.6
itext.csv,0.6,0.84,0.67,0.53,0.58,0.45,0.75,0.53,0.92,1.0,0.66,0.58,0.82,0.33,1.0,0.93,0.73,0.67,0.79,0.6
jgnash.csv,0.61,0.81,0.66,0.71,0.45,0.48,0.69,0.68,0.57,0.74,0.92,0.64,0.54,0.59,0.72,0.53,0.65,0.66,0.81,0.61
jppf-project.csv,0.83,0.75,0.85,0.82,0.79,0.95,0.93,0.91,0.78,0.29,0.81,0.72,0.87,0.93,0.82,0.85,0.78,0.98,0.99,0.81
jsr308-langtools.csv,0.6,0.48,0.68,0.48,0.51,0.12,0.62,0.84,0.87,0.61,0.66,0.47,0.5,0.51,0.48,0.62,0.82,0.69,0.77,0.64
lite.csv,0.64,0.54,0.66,0.84,0.76,0.77,0.71,0.66,1.02,0.74,1.0,0.74,0.88,0.77,0.62,0.37,0.74,0.86,0.84,0.86
octet.csv,0.69,0.65,0.81,0.57,0.6,0.76,0.85,0.73,0.91,0.58,0.89,0.61,0.55,0.75,0.26,0.78,0.88,0.58,0.67,0.78
owfs.csv,0.54,0.71,0.67,0.69,0.56,0.69,0.9,0.5,0.89,0.92,0.83,0.64,0.76,0.54,0.78,0.61,0.62,0.57,0.69,0.55
sidekar.csv,1.0,1.0,1.0,0.37,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0
stemkit.csv,0.82,0.79,0.85,0.67,0.74,0.57,0.94,0.81,0.81,0.81,0.41,0.85,0.73,0.68,1.0,0.94,0.93,0.94,0.73,0.76
ta3d.csv,1.0,0.76,0.69,0.73,0.84,0.4,0.78,0.68,0.75,0.64,0.99,0.72,1.0,0.51,0.73,0.88,0.81,0.88,0.89,0.61
tigermud.csv,0.85,0.78,0.71,0.8,0.64,0.63,0.82,0.85,1.0,0.6,0.86,0.68,0.91,0.74,0.8,0.82,0.84,0.7,0.49,0.75
utgb.csv,0.78,0.36,0.73,0.65,0.68,0.83,1.0,0.68,1.03,0.77,0.68,0.92,0.54,0.93,1.0,0.93,0.97,0.77,0.86,0.68
