,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv,arm-webradio.csv
alleg.csv,0.23,0.39,0.19,0.25,0.37,0.22,0.23,0.32,0.34,0.35,0.21,0.26,0.35,0.23,0.39,0.36,0.29,0.39
arm-webradio.csv,0.16,0.3,0.35,0.16,0.34,0.17,0.34,0.26,0.31,0.35,0.36,0.24,0.43,0.29,0.3,0.26,0.18,0.17
bwapi.csv,0.43,0.39,0.41,0.48,0.32,0.41,0.33,0.34,0.32,0.39,0.36,0.44,0.4,0.46,0.32,0.45,0.4,0.55
co-ode-owl-plugins.csv,0.21,0.27,0.16,0.23,0.3,0.18,0.33,0.38,0.29,0.41,0.19,0.2,0.28,0.46,0.26,0.28,0.18,0.18
firebreath.csv,0.25,0.17,0.21,0.25,0.22,0.19,0.34,0.27,0.34,0.28,0.16,0.34,0.22,0.17,0.19,0.14,0.31,0.3
frogatto.csv,0.18,0.24,0.34,0.25,0.2,0.22,0.25,0.29,0.19,0.18,0.35,0.24,0.22,0.45,0.2,0.16,0.24,0.27
gretl.csv,0.41,0.44,0.38,0.47,0.39,0.41,0.34,0.38,0.36,0.41,0.36,0.43,0.45,0.4,0.42,0.46,0.4,0.53
jasperreports.csv,0.25,0.32,0.31,0.29,0.2,0.31,0.29,0.19,0.18,0.35,0.28,0.17,0.22,0.41,0.35,0.42,0.22,0.15
konversation.csv,0.38,0.44,0.42,0.48,0.39,0.35,0.36,0.38,0.35,0.37,0.25,0.43,0.36,0.33,0.42,0.38,0.29,0.48
linuxsh.csv,0.38,0.38,0.11,0.46,0.22,0.32,0.36,0.36,0.25,0.35,0.36,0.38,0.41,0.45,0.25,0.14,0.37,0.56
moviesandbox.csv,0.41,0.36,0.29,0.35,0.24,0.25,0.34,0.36,0.33,0.4,0.33,0.42,0.43,0.45,0.23,0.41,0.27,0.5
ontomorphtab.csv,0.25,0.44,0.4,0.42,0.39,0.38,0.33,0.24,0.27,0.29,0.33,0.4,0.45,0.16,0.41,0.28,0.37,0.54
opengs.csv,0.23,0.38,0.14,0.17,0.24,0.26,0.34,0.38,0.27,0.38,0.35,0.3,0.34,0.45,0.16,0.16,0.18,0.55
scite-ru.csv,0.3,0.14,0.2,0.22,0.3,0.26,0.3,0.34,0.31,0.4,0.27,0.17,0.17,0.46,0.3,0.46,0.27,0.14
tokratan.csv,0.43,0.39,0.11,0.46,0.11,0.38,0.32,0.38,0.36,0.37,0.36,0.39,0.44,0.44,0.39,0.35,0.3,0.56
vrjuggler.csv,0.41,0.44,0.42,0.48,0.39,0.41,0.36,0.38,0.36,0.41,0.36,0.44,0.45,0.44,0.36,0.46,0.4,0.56
wxcode.csv,0.38,0.44,0.1,0.33,0.11,0.39,0.33,0.38,0.36,0.3,0.36,0.12,0.13,0.35,0.38,0.35,0.22,0.49
xuggle.csv,0.27,0.24,0.11,0.23,0.16,0.12,0.3,0.12,0.13,0.12,0.36,0.18,0.2,0.13,0.16,0.11,0.13,0.1
