,arianne.csv,knowledge.csv,bl-toolkit.csv,voms.csv,amateur-scrolls.csv,micomt.csv,kml.csv,ultimairis.csv,sigil.csv,auber.csv,lufa-lib.csv,lportal.csv,les-indemodables.csv,keyczar.csv,growl-for-windows.csv
amateur-scrolls.csv,0.26,0.2,0.05,0.47,0.28,0.07,0.0,0.19,0.11,0.02,0.0,0.33,0.0,0.13,0.0
arianne.csv,0.26,1.0,1.0,0.98,0.96,0.71,0.97,1.0,0.54,0.95,0.93,0.96,0.95,0.27,0.94
auber.csv,0.58,0.8,1.0,1.0,0.61,0.32,0.49,0.15,0.46,0.25,0.28,0.98,0.6,0.33,0.67
bl-toolkit.csv,0.72,0.8,0.18,0.29,0.87,0.93,0.97,0.93,0.95,0.85,1.0,0.35,1.0,1.0,0.83
growl-for-windows.csv,0.0,0.2,0.05,0.88,0.04,0.0,0.08,0.06,0.51,0.07,0.37,0.0,0.28,0.53,0.06
keyczar.csv,0.21,0.2,0.05,0.03,0.37,0.54,0.49,0.36,0.08,0.38,0.47,0.0,0.05,0.2,0.5
kml.csv,0.74,1.0,0.32,0.83,0.76,0.39,0.21,0.87,0.65,0.73,0.6,0.99,0.91,0.4,0.89
knowledge.csv,0.34,0.0,0.73,0.67,0.7,1.0,0.62,0.35,0.81,0.62,0.66,0.94,0.55,0.47,0.56
les-indemodables.csv,0.75,0.4,0.59,0.26,0.24,0.41,0.38,0.51,0.24,0.47,0.11,0.88,0.25,0.33,0.39
lportal.csv,0.04,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.04,0.0,0.18,0.32,0.0,0.0
lufa-lib.csv,0.6,0.4,0.36,0.76,0.78,0.61,0.36,0.66,0.41,0.58,0.31,0.55,0.75,0.4,0.44
micomt.csv,0.8,0.8,0.41,0.52,0.67,0.15,0.1,0.82,0.57,0.58,0.24,0.86,0.68,0.27,0.5
sigil.csv,0.62,0.2,0.68,0.86,0.85,0.47,0.08,0.65,0.19,0.62,0.22,0.84,0.52,0.2,0.44
ultimairis.csv,0.44,0.0,0.91,0.33,0.28,0.32,1.0,0.19,0.03,0.2,1.0,1.0,0.0,0.07,0.28
voms.csv,0.36,0.4,0.95,0.17,0.02,0.03,0.21,0.04,0.3,0.15,0.19,0.95,0.49,0.07,0.22
