,arianne.csv,knowledge.csv,bl-toolkit.csv,voms.csv,amateur-scrolls.csv,micomt.csv,kml.csv,ultimairis.csv,sigil.csv,auber.csv,lufa-lib.csv,lportal.csv,les-indemodables.csv,keyczar.csv,growl-for-windows.csv
amateur-scrolls.csv,0.26,0.47,0.08,0.44,0.6,0.54,0.0,0.45,0.67,0.24,0.0,0.19,0.0,0.23,0.0
arianne.csv,0.7,0.97,1.0,1.0,0.95,1.0,1.0,0.96,0.83,1.0,0.97,0.95,0.97,0.15,0.92
auber.csv,0.65,0.87,0.98,1.0,0.75,0.77,0.92,0.3,0.71,0.79,0.44,0.97,0.86,0.62,0.39
bl-toolkit.csv,0.71,0.63,0.72,0.33,0.85,0.69,0.97,0.79,0.77,0.49,1.0,0.76,1.0,1.0,0.58
growl-for-windows.csv,0.0,0.63,0.06,0.89,0.15,0.0,0.39,0.21,0.81,0.16,0.3,0.0,0.57,0.9,0.67
keyczar.csv,0.15,0.02,0.0,0.11,0.2,0.0,0.17,0.11,0.0,0.07,0.3,0.0,0.08,0.69,0.36
kml.csv,0.8,0.92,0.72,0.89,1.0,0.92,0.78,0.98,0.96,0.99,0.7,0.99,1.0,0.65,0.81
knowledge.csv,0.55,0.82,0.84,0.89,0.65,1.0,0.81,0.32,0.96,0.81,0.73,0.97,0.78,0.62,0.36
les-indemodables.csv,0.75,0.55,0.74,0.44,0.4,0.46,0.83,0.57,0.6,0.73,0.09,0.97,0.59,0.56,0.61
lportal.csv,0.06,0.19,0.02,0.0,0.0,0.08,0.25,0.0,0.15,0.13,0.01,0.72,0.54,0.0,0.0
lufa-lib.csv,0.41,0.63,0.58,0.78,1.0,0.77,0.61,0.7,0.79,0.51,0.7,0.85,0.97,0.69,0.33
micomt.csv,0.78,0.92,0.66,0.44,0.85,0.85,0.25,0.94,0.92,0.66,0.42,0.96,0.78,0.25,0.78
sigil.csv,0.75,0.82,0.62,0.89,1.0,0.92,0.61,0.77,0.83,0.93,0.45,0.98,0.73,0.23,0.67
ultimairis.csv,0.67,0.16,0.98,0.56,0.6,0.77,1.0,0.64,0.08,0.52,1.0,1.0,0.0,0.04,0.28
voms.csv,0.62,0.84,0.92,0.89,0.05,0.38,0.5,0.23,0.75,0.43,0.3,0.98,0.76,0.0,0.14
