,arianne.csv,knowledge.csv,bl-toolkit.csv,voms.csv,amateur-scrolls.csv,micomt.csv,kml.csv,ultimairis.csv,sigil.csv,auber.csv,lufa-lib.csv,lportal.csv,les-indemodables.csv,keyczar.csv,growl-for-windows.csv
amateur-scrolls.csv,0.78,0.57,0.92,0.73,0.49,0.47,1.0,0.59,0.34,0.76,1.0,0.88,1.0,0.78,1.0
arianne.csv,0.4,1.0,1.0,0.98,0.96,0.71,0.97,1.0,0.57,0.95,0.93,0.96,0.95,0.89,0.95
auber.csv,0.68,0.81,1.0,1.0,0.66,0.4,0.49,0.72,0.54,0.33,0.63,0.98,0.62,0.5,0.9
bl-toolkit.csv,0.77,0.88,0.33,0.73,0.88,0.98,0.97,0.96,0.97,0.99,1.0,0.43,1.0,1.0,0.93
growl-for-windows.csv,1.0,0.42,0.94,0.89,0.85,1.0,0.62,0.79,0.55,0.84,0.79,1.0,0.51,0.54,0.34
keyczar.csv,0.88,1.0,1.0,0.89,0.88,1.14,0.97,0.96,1.0,1.0,0.85,1.0,0.92,0.37,0.81
kml.csv,0.76,1.0,0.42,0.84,0.76,0.4,0.3,0.87,0.65,0.73,0.68,0.99,0.91,0.53,0.91
knowledge.csv,0.57,0.18,0.74,0.68,0.78,1.0,0.65,0.76,0.81,0.65,0.71,0.94,0.59,0.6,0.85
les-indemodables.csv,0.79,0.6,0.65,0.61,0.65,0.67,0.42,0.66,0.47,0.54,0.92,0.88,0.47,0.55,0.55
lportal.csv,0.94,0.81,0.98,1.0,1.0,0.92,0.75,1.0,0.85,0.87,0.99,0.34,0.56,1.0,1.0
lufa-lib.csv,0.84,0.55,0.56,0.79,0.78,0.65,0.53,0.73,0.46,0.76,0.43,0.57,0.75,0.51,0.8
micomt.csv,0.83,0.8,0.53,0.76,0.69,0.22,0.76,0.82,0.57,0.68,0.62,0.86,0.71,0.8,0.55
sigil.csv,0.67,0.27,0.78,0.87,0.85,0.48,0.4,0.69,0.26,0.62,0.59,0.85,0.59,0.8,0.56
ultimairis.csv,0.55,0.84,0.91,0.56,0.49,0.4,1.0,0.41,0.92,0.52,1.0,1.0,1.0,0.96,0.77
voms.csv,0.53,0.43,0.96,0.2,0.95,0.62,0.54,0.77,0.39,0.59,0.73,0.95,0.55,1.0,0.89
