,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv
fceugc.csv,0.12,0.21,0.1,1.0,0.39,0.13,0.22
flexpay.csv,0.33,0.57,0.87,0.33,0.39,0.56,0.68
modellus.csv,0.22,0.43,0.42,0.33,0.39,0.94,0.34
open-data-kit.csv,0.41,0.61,0.55,0.67,0.42,0.76,0.99
phet.csv,0.94,0.57,0.22,0.33,0.32,0.35,0.58
qtractor.csv,0.33,0.96,0.47,0.38,0.45,0.56,0.57
sumatrapdf.csv,0.3,0.54,0.53,0.67,0.97,0.69,0.68
