,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv
fceugc.csv,0.9,0.81,0.91,0.02,0.62,0.87,0.78
flexpay.csv,0.79,0.79,0.13,0.84,1.07,0.85,0.92
modellus.csv,0.84,0.58,0.64,0.71,0.62,0.06,0.68
open-data-kit.csv,0.82,0.6,0.74,0.73,0.71,0.61,0.01
phet.csv,0.06,0.94,0.82,0.95,1.09,0.96,0.94
qtractor.csv,0.75,0.04,0.62,0.66,0.64,0.58,0.47
sumatrapdf.csv,0.82,0.6,0.69,0.5,0.05,0.43,0.5
