,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv
fceugc.csv,0.19,0.21,0.13,0.02,0.09,0.03,0.02
flexpay.csv,0.42,0.67,0.0,0.51,0.87,0.72,0.86
modellus.csv,0.31,0.08,0.26,0.26,0.05,0.0,0.18
open-data-kit.csv,0.57,0.46,0.59,0.65,0.4,0.56,0.0
phet.csv,0.0,0.83,0.26,0.67,0.85,0.71,0.84
qtractor.csv,0.35,0.0,0.32,0.23,0.33,0.37,0.18
sumatrapdf.csv,0.44,0.38,0.51,0.37,0.04,0.29,0.39
