,nh3d.csv,jvcl.csv,opentibia.csv,jmri.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,magicwars.csv,bochs.csv,haphazard.csv,ipfire-wall.csv,m-a-d-n-e-s-s.csv,all-plasm.csv,galaxium.csv,smartgwt.csv,tweetsharp.csv,gisgraphy.csv
all-plasm.csv,0.76,0.73,0.71,0.63,0.94,0.65,0.85,0.72,0.46,0.95,0.79,0.77,0.32,0.87,0.95,0.51,0.56
blogentis.csv,0.72,0.64,1.02,0.77,1.02,0.92,0.37,0.82,0.9,0.74,0.82,0.92,0.93,0.72,0.85,0.91,0.75
bochs.csv,0.99,0.89,0.45,0.57,0.24,0.63,0.62,1.02,0.44,0.64,1.0,0.83,0.69,0.69,0.65,1.0,0.43
galaxium.csv,1.01,0.78,0.59,0.68,0.54,0.74,0.59,0.79,0.6,0.73,0.45,0.45,0.89,0.28,0.33,0.72,0.69
gisgraphy.csv,0.77,0.61,0.37,0.58,0.48,0.51,0.64,0.99,0.7,0.93,0.92,0.75,0.73,0.58,0.92,0.54,0.32
haphazard.csv,0.95,0.88,0.69,0.71,1.02,0.68,0.64,0.74,0.82,0.55,0.93,0.88,0.93,0.92,0.85,0.86,0.79
ipfire-wall.csv,0.58,0.94,0.67,0.76,0.78,0.75,0.82,0.81,0.61,0.74,0.29,0.53,0.64,0.73,0.49,0.63,0.97
jmri.csv,0.73,0.88,0.68,0.47,0.78,0.67,0.91,0.78,0.53,0.75,0.81,0.53,0.7,0.71,0.98,0.54,0.68
jvcl.csv,0.5,0.48,0.82,0.81,0.8,0.73,0.59,0.8,0.73,0.89,0.63,0.69,0.62,1.0,0.64,0.79,0.81
kaffeine.csv,0.92,0.99,0.54,0.63,0.19,0.59,0.69,0.78,0.57,0.84,0.95,0.75,1.01,0.41,0.6,0.94,0.82
m-a-d-n-e-s-s.csv,0.93,0.73,0.76,0.78,0.86,0.57,0.59,0.81,0.81,0.56,0.57,0.37,0.66,0.72,0.46,0.87,0.88
magicwars.csv,1.0,0.82,1.0,0.94,1.0,0.91,0.91,0.36,1.0,0.96,1.0,0.98,1.0,0.86,0.4,1.0,0.91
nh3d.csv,0.01,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.58,1.0,1.0,0.98,1.0,0.99,0.99,1.0,1.0
opentibia.csv,0.69,0.92,0.25,0.66,0.55,0.47,0.72,0.7,0.77,0.78,0.95,0.92,0.7,0.61,0.92,0.59,0.52
sarasvati.csv,0.62,0.89,0.63,0.76,0.9,0.34,0.9,0.61,0.79,0.68,0.6,0.65,0.81,0.5,0.39,0.88,0.76
smartgwt.csv,1.0,0.82,0.58,0.74,0.39,0.76,0.74,0.85,0.65,0.8,0.62,0.57,0.74,0.77,0.31,0.61,0.72
tweetsharp.csv,1.0,0.88,0.66,0.76,0.8,0.78,0.85,0.99,0.7,0.93,1.07,0.81,0.57,0.79,1.04,0.34,0.52
