,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,ogre.csv,autat.csv,mimosa.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,google-web-toolkit.csv,qdvdauthor.csv
auber.csv,0.53,0.72,1.0,0.58,0.68,0.71,0.52,0.55,0.57,0.66,0.68,0.69,0.63,0.6,0.77,0.8,0.02,0.75,0.56
autat.csv,0.48,0.81,0.86,0.78,0.69,0.84,0.79,0.61,1.06,0.06,0.88,0.85,0.41,0.63,0.85,0.79,0.77,0.79,0.66
brlcad.csv,0.88,0.05,0.9,0.97,1.01,0.9,0.73,0.74,0.52,0.94,0.95,0.89,0.77,0.92,0.94,0.95,0.68,0.87,0.85
delphilhlplib.csv,0.53,0.68,0.0,0.76,0.56,0.53,0.9,0.88,0.87,0.72,0.58,0.67,0.55,0.6,0.9,0.53,0.55,0.7,0.72
exordium.csv,0.52,0.72,0.59,0.9,0.05,0.59,0.76,0.73,0.9,0.57,0.69,0.76,0.44,0.75,0.91,0.77,0.85,0.67,0.86
fltk.csv,0.51,0.77,0.66,0.06,0.49,0.76,0.68,0.54,0.89,0.82,0.66,0.75,0.77,0.52,0.67,0.62,0.59,0.76,0.64
google-web-toolkit.csv,0.51,0.83,0.76,0.82,0.5,0.79,0.49,0.64,0.78,0.88,0.64,0.7,0.83,0.82,0.72,0.72,0.63,0.01,0.63
gzigzag.csv,0.67,0.73,0.81,0.86,0.79,0.1,0.63,0.56,0.79,0.89,0.84,0.66,0.68,0.64,0.81,0.91,0.93,0.81,0.71
irrlicht.csv,0.88,0.93,0.63,0.94,1.0,0.61,0.97,1.0,0.75,0.69,0.51,0.04,0.93,0.98,0.88,0.94,0.81,0.69,0.9
mimosa.csv,0.57,0.8,0.74,0.58,0.59,0.51,0.73,0.74,0.82,0.73,0.03,0.75,0.48,0.6,0.89,0.6,0.55,0.65,0.72
mptvseries.csv,0.53,0.92,0.87,0.65,0.64,0.76,0.0,0.71,0.9,0.75,0.72,0.81,0.62,0.82,0.87,0.85,0.82,0.86,0.68
ogre.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.95,1.0,0.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,0.99,1.0
openfrag.csv,0.88,0.67,0.94,0.64,0.79,0.71,0.63,0.9,1.16,0.68,0.69,0.6,0.53,0.76,0.75,0.02,0.61,0.65,0.48
qdvdauthor.csv,0.7,0.63,0.77,0.73,0.82,0.78,0.65,0.47,0.72,0.7,0.71,0.73,0.61,0.56,0.76,0.69,0.68,0.67,0.03
qse.csv,0.42,0.7,0.93,0.6,0.52,0.53,0.72,0.67,0.92,0.6,0.65,0.67,0.06,0.59,0.51,0.71,0.65,0.7,0.73
sauerbraten.csv,0.07,0.82,0.81,0.62,0.62,0.58,0.91,0.83,0.83,0.94,0.67,0.69,0.45,0.78,0.75,0.74,0.78,0.81,0.92
toped.csv,0.57,0.82,0.91,0.72,0.59,0.74,0.5,0.02,1.17,0.83,0.68,0.7,0.67,0.84,0.6,0.57,0.64,0.74,0.73
truevision.csv,0.53,0.59,0.64,0.72,0.43,0.82,0.59,0.64,0.95,0.77,0.58,0.67,0.52,0.05,0.56,0.57,0.68,0.75,0.66
zoolib.csv,0.55,0.95,0.98,0.77,0.84,0.87,0.89,0.85,0.94,0.81,0.87,0.77,0.78,0.87,0.19,0.8,0.86,0.84,0.94
