,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,ogre.csv,autat.csv,mimosa.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,google-web-toolkit.csv,qdvdauthor.csv
auber.csv,0.69,0.36,0.23,0.54,0.41,0.47,0.69,0.59,0.49,0.47,0.41,0.44,0.49,0.53,0.33,0.25,0.99,0.34,0.61
autat.csv,0.64,0.28,0.46,0.28,0.37,0.34,0.25,0.47,0.25,0.95,0.31,0.2,0.66,0.46,0.19,0.25,0.32,0.29,0.42
brlcad.csv,0.39,0.96,0.37,0.13,0.3,0.39,0.61,0.57,0.76,0.24,0.32,0.39,0.48,0.34,0.24,0.24,0.69,0.44,0.46
delphilhlplib.csv,0.6,0.64,1.0,0.29,0.59,0.68,0.34,0.33,0.31,0.41,0.5,0.41,0.51,0.58,0.36,0.54,0.59,0.45,0.36
exordium.csv,0.64,0.6,0.49,0.12,0.96,0.64,0.3,0.39,0.29,0.57,0.53,0.31,0.77,0.36,0.12,0.27,0.21,0.54,0.23
fltk.csv,0.58,0.31,0.41,0.96,0.76,0.35,0.37,0.55,0.13,0.23,0.39,0.32,0.3,0.55,0.4,0.44,0.49,0.3,0.5
google-web-toolkit.csv,0.63,0.27,0.29,0.25,0.7,0.25,0.61,0.42,0.26,0.15,0.57,0.42,0.2,0.21,0.33,0.48,0.55,1.0,0.43
gzigzag.csv,0.4,0.38,0.23,0.19,0.25,0.92,0.54,0.5,0.41,0.14,0.19,0.51,0.48,0.46,0.27,0.13,0.09,0.25,0.36
irrlicht.csv,0.39,0.29,0.46,0.24,0.0,0.51,0.13,0.0,0.61,0.42,0.6,0.99,0.32,0.13,0.39,0.24,0.53,0.42,0.37
mimosa.csv,0.61,0.27,0.3,0.51,0.58,0.63,0.36,0.49,0.37,0.46,0.98,0.34,0.64,0.62,0.16,0.48,0.55,0.49,0.36
mptvseries.csv,0.69,0.13,0.16,0.41,0.42,0.28,1.0,0.34,0.12,0.29,0.34,0.23,0.45,0.21,0.16,0.18,0.25,0.18,0.39
ogre.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,1.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.05,0.0
openfrag.csv,0.39,0.64,0.24,0.67,0.54,0.6,0.59,0.37,0.0,0.47,0.67,0.61,0.67,0.57,0.38,1.0,0.64,0.6,0.73
qdvdauthor.csv,0.51,0.56,0.53,0.47,0.45,0.28,0.49,0.67,0.48,0.54,0.38,0.42,0.53,0.66,0.38,0.58,0.59,0.46,0.98
qse.csv,0.69,0.55,0.34,0.53,0.66,0.6,0.4,0.68,0.26,0.53,0.43,0.5,0.95,0.64,0.65,0.37,0.46,0.46,0.41
sauerbraten.csv,0.95,0.38,0.25,0.46,0.46,0.49,0.13,0.32,0.2,0.07,0.39,0.41,0.61,0.28,0.3,0.31,0.28,0.25,0.12
toped.csv,0.71,0.36,0.3,0.46,0.58,0.32,0.7,0.98,0.0,0.39,0.58,0.54,0.68,0.19,0.66,0.53,0.46,0.35,0.34
truevision.csv,0.73,0.62,0.67,0.34,0.72,0.5,0.47,0.62,0.22,0.54,0.61,0.4,0.55,0.96,0.52,0.57,0.4,0.56,0.42
zoolib.csv,0.57,0.07,0.02,0.28,0.19,0.17,0.13,0.19,0.07,0.23,0.19,0.29,0.27,0.16,0.84,0.24,0.18,0.19,0.1
