,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,ogre.csv,autat.csv,mimosa.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,google-web-toolkit.csv,qdvdauthor.csv
auber.csv,0.73,0.31,0.29,0.59,0.35,0.31,0.6,0.7,0.6,0.3,0.44,0.54,0.48,0.48,0.13,0.33,0.99,0.4,0.68
autat.csv,0.69,0.23,0.76,0.35,0.43,0.22,0.32,0.59,0.4,0.94,0.31,0.28,0.68,0.45,0.13,0.34,0.38,0.35,0.51
brlcad.csv,0.75,0.97,0.81,0.72,0.25,0.33,0.56,0.76,0.92,0.32,0.52,0.81,0.43,0.47,0.16,0.67,0.75,0.68,0.77
delphilhlplib.csv,0.66,0.43,1.0,0.37,0.43,0.46,0.28,0.44,0.44,0.26,0.55,0.51,0.58,0.49,0.17,0.61,0.62,0.5,0.45
exordium.csv,0.68,0.4,0.59,0.18,0.97,0.42,0.33,0.5,0.4,0.36,0.52,0.4,0.7,0.33,0.08,0.36,0.26,0.58,0.3
fltk.csv,0.65,0.27,0.51,0.96,0.52,0.27,0.46,0.66,0.19,0.25,0.47,0.42,0.33,0.57,0.22,0.53,0.56,0.38,0.58
google-web-toolkit.csv,0.68,0.22,0.39,0.31,0.49,0.3,0.58,0.54,0.37,0.15,0.55,0.51,0.28,0.29,0.22,0.5,0.58,1.0,0.53
gzigzag.csv,0.48,0.3,0.31,0.24,0.3,0.95,0.48,0.61,0.55,0.14,0.27,0.61,0.46,0.44,0.12,0.17,0.13,0.31,0.46
irrlicht.csv,0.72,0.38,0.56,0.72,0.4,0.38,0.52,0.91,0.97,0.29,0.61,0.99,0.56,0.49,0.16,0.71,0.7,0.47,0.76
mimosa.csv,0.66,0.25,0.41,0.57,0.42,0.46,0.36,0.63,0.51,0.25,0.99,0.44,0.62,0.51,0.09,0.54,0.6,0.54,0.45
mptvseries.csv,0.73,0.12,0.23,0.5,0.45,0.31,1.0,0.45,0.19,0.33,0.42,0.31,0.49,0.28,0.16,0.25,0.3,0.24,0.48
ogre.csv,0.76,0.4,0.85,0.73,0.4,0.38,0.5,0.9,1.0,0.32,0.64,0.87,0.6,0.51,0.16,0.71,0.71,0.74,0.81
openfrag.csv,0.75,0.42,0.85,0.72,0.42,0.39,0.51,0.87,0.58,0.29,0.7,0.71,0.62,0.49,0.13,0.99,0.66,0.64,0.78
qdvdauthor.csv,0.56,0.38,0.67,0.5,0.29,0.27,0.45,0.77,0.64,0.29,0.42,0.52,0.51,0.55,0.13,0.6,0.62,0.51,0.99
qse.csv,0.74,0.36,0.71,0.57,0.47,0.44,0.38,0.9,0.37,0.35,0.48,0.6,0.97,0.53,0.23,0.44,0.51,0.51,0.48
sauerbraten.csv,0.96,0.25,0.33,0.53,0.41,0.44,0.15,0.43,0.28,0.1,0.46,0.51,0.66,0.31,0.23,0.4,0.34,0.32,0.17
toped.csv,0.76,0.24,0.38,0.5,0.42,0.32,0.61,0.99,0.56,0.2,0.56,0.66,0.65,0.26,0.2,0.58,0.51,0.42,0.43
truevision.csv,0.77,0.42,0.8,0.42,0.54,0.39,0.52,0.77,0.32,0.29,0.59,0.51,0.58,0.97,0.26,0.61,0.46,0.64,0.51
zoolib.csv,0.63,0.09,0.04,0.36,0.24,0.18,0.19,0.27,0.12,0.29,0.23,0.39,0.33,0.22,0.89,0.32,0.24,0.26,0.13
