,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,ogre.csv,autat.csv,mimosa.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,google-web-toolkit.csv,qdvdauthor.csv
auber.csv,0.46,0.25,0.61,0.3,0.25,0.44,0.45,0.33,0.0,0.35,0.26,0.35,0.32,0.32,0.3,0.11,0.02,0.27,0.42
autat.csv,0.29,0.28,0.83,0.18,0.05,0.47,0.06,0.22,0.75,0.01,0.52,0.16,0.17,0.24,0.12,0.06,0.27,0.22,0.21
brlcad.csv,0.88,0.0,0.89,0.97,0.89,0.87,0.71,0.67,0.5,0.94,0.9,0.88,0.57,0.9,0.94,0.94,0.67,0.85,0.84
delphilhlplib.csv,0.33,0.66,0.0,0.15,0.38,0.45,0.58,0.56,0.5,0.35,0.17,0.24,0.09,0.42,0.9,0.19,0.36,0.41,0.26
exordium.csv,0.38,0.68,0.22,0.07,0.0,0.51,0.19,0.33,0.5,0.37,0.52,0.18,0.4,0.31,0.12,0.06,0.24,0.5,0.32
fltk.csv,0.21,0.26,0.17,0.05,0.46,0.31,0.03,0.22,0.0,0.07,0.1,0.22,0.21,0.14,0.17,0.13,0.2,0.18,0.37
google-web-toolkit.csv,0.33,0.29,0.06,0.25,0.43,0.05,0.26,0.11,0.0,0.12,0.48,0.31,0.04,0.04,0.12,0.49,0.44,0.01,0.11
gzigzag.csv,0.21,0.3,0.06,0.18,0.07,0.0,0.42,0.11,0.5,0.15,0.02,0.43,0.4,0.27,0.25,0.19,0.09,0.18,0.21
irrlicht.csv,0.88,0.92,0.22,0.94,1.0,0.32,0.97,1.0,0.75,0.29,0.29,0.04,0.91,0.97,0.88,0.94,0.8,0.3,0.89
mimosa.csv,0.42,0.2,0.11,0.24,0.41,0.34,0.26,0.56,0.5,0.47,0.0,0.27,0.3,0.49,0.18,0.23,0.24,0.39,0.26
mptvseries.csv,0.46,0.25,0.0,0.13,0.09,0.1,0.0,0.0,0.0,0.06,0.1,0.08,0.17,0.07,0.04,0.09,0.22,0.11,0.21
ogre.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.94,1.0,0.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,0.99,1.0
openfrag.csv,0.88,0.62,0.94,0.62,0.79,0.67,0.52,0.89,1.0,0.38,0.69,0.47,0.45,0.72,0.38,0.02,0.55,0.56,0.42
qdvdauthor.csv,0.5,0.45,0.67,0.49,0.62,0.17,0.39,0.33,0.5,0.54,0.26,0.41,0.36,0.48,0.4,0.58,0.58,0.35,0.0
qse.csv,0.29,0.56,0.89,0.34,0.41,0.33,0.35,0.67,0.5,0.32,0.24,0.43,0.0,0.49,0.37,0.25,0.33,0.43,0.37
sauerbraten.csv,0.04,0.51,0.17,0.17,0.21,0.18,0.16,0.44,0.0,0.06,0.14,0.27,0.13,0.15,0.1,0.13,0.18,0.19,0.21
toped.csv,0.54,0.49,0.56,0.47,0.41,0.14,0.42,0.0,1.0,0.54,0.57,0.55,0.66,0.04,0.54,0.28,0.25,0.27,0.21
truevision.csv,0.5,0.49,0.61,0.17,0.34,0.81,0.13,0.56,0.5,0.71,0.45,0.2,0.19,0.0,0.21,0.36,0.24,0.69,0.21
zoolib.csv,0.29,0.14,0.06,0.1,0.05,0.12,0.0,0.11,0.0,0.03,0.21,0.2,0.11,0.04,0.0,0.04,0.09,0.12,0.16
