,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,carabiner.csv,free-evolution.csv,jfreechart.csv
anaxagora.csv,0.63,0.73,1.08,1.0,0.43,0.57,0.76,0.75,0.56,0.46,0.62,0.72,0.67,0.56,0.77,0.76,0.43,0.55,0.61,1.21
blogentis.csv,1.09,0.78,0.75,0.88,1.09,0.94,0.43,0.81,0.95,1.04,0.71,1.0,0.88,0.67,0.8,0.93,0.81,0.95,0.82,1.02
carabiner.csv,0.8,0.82,0.86,0.93,0.27,0.66,0.74,0.76,1.02,0.56,0.9,0.89,0.75,0.54,0.79,0.5,0.67,0.36,0.67,0.63
continuum-ide.csv,1.0,0.89,0.99,0.76,1.13,0.74,0.75,0.77,0.95,0.07,0.61,0.81,0.86,0.78,0.33,0.78,0.83,0.91,0.83,0.35
emulemorph.csv,1.0,0.83,0.75,0.54,0.67,1.01,0.56,1.0,0.61,1.0,0.94,1.0,0.37,0.61,0.88,1.01,0.95,0.96,0.75,1.16
free-evolution.csv,0.42,1.0,0.61,0.85,0.56,0.66,0.87,0.54,0.82,0.97,0.66,0.32,0.47,0.65,0.8,0.9,0.81,0.75,0.5,0.98
gtad.csv,0.18,0.57,0.87,0.82,0.86,0.58,0.59,0.92,0.93,0.34,0.65,0.6,0.55,0.73,0.73,0.45,0.82,0.78,0.77,1.02
htmlunit.csv,0.49,0.86,0.9,0.56,0.61,0.67,0.71,0.81,0.51,1.13,0.5,0.62,0.55,0.51,0.75,0.7,0.75,0.62,0.67,1.3
jaxen.csv,0.83,0.87,0.9,0.59,1.01,0.61,0.83,0.88,0.36,0.89,0.63,0.1,0.87,0.78,0.87,0.79,0.87,0.83,0.65,1.25
jsr308-langtools.csv,0.63,0.8,1.0,1.0,0.41,0.75,0.97,1.0,0.78,0.82,1.0,0.79,1.0,0.08,0.9,0.87,0.66,0.9,0.67,1.06
jvcl.csv,0.54,0.85,0.5,0.48,0.78,0.73,0.62,0.9,0.69,1.03,0.77,0.53,0.6,0.87,0.66,0.73,0.82,0.71,0.73,0.75
kaffeine.csv,0.96,0.9,1.06,0.98,0.19,0.49,0.63,0.78,1.05,0.51,0.53,0.57,0.88,0.9,0.79,0.54,0.7,0.72,0.66,0.44
m-m-m.csv,0.54,0.69,0.56,0.91,0.56,0.8,0.95,0.42,0.86,0.98,0.98,0.99,0.72,0.75,0.85,0.96,0.85,0.98,0.66,0.32
motu.csv,0.83,0.67,0.72,0.95,0.81,0.94,0.99,0.76,0.75,1.02,0.98,0.98,0.69,0.86,0.68,0.3,0.68,0.7,0.65,1.35
nh3d.csv,1.0,0.63,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.71,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0
sarasvati.csv,0.41,0.73,0.69,0.98,0.84,0.39,0.81,0.77,1.05,0.25,0.72,0.79,1.03,0.64,0.64,0.63,0.63,0.53,0.62,0.22
taokgame.csv,0.57,1.0,1.0,0.76,0.92,0.85,0.78,0.92,0.1,1.03,0.96,0.65,0.58,0.87,0.8,1.0,0.81,0.73,0.73,1.0
wgs-assembler.csv,0.32,0.62,0.89,0.94,0.44,0.78,0.7,0.94,0.27,0.95,0.53,0.84,0.63,0.55,0.7,0.76,0.77,0.62,0.74,0.53
