,recall,precision,pf,pci_20,ifa,wins
bulmages.csv,0.135,0.195,0.055,0.5549999999999999,8.0,0
codeblocks.csv,0.53,0.38,0.36,0.48,1.0,7
ctrlr.csv,0.275,0.365,0.28,0.86,2.5,12
dvt.csv,0.33,0.345,0.325,0.59,3.5,3
flylinkdc.csv,0.75,0.35,0.695,0.455,2.0,4
kowari.csv,0.405,0.355,0.25,0.675,1.0,11
ldview.csv,0.86,0.30000000000000004,0.9,0.47,2.5,2
maidsafe-dht.csv,0.585,0.395,0.4,0.505,2.0,8
n2cms.csv,0.52,0.4,0.325,0.435,0.0,10
nuttx.csv,0.29,0.425,0.175,0.815,0.5,13
rtb-team.csv,0.125,0.355,0.11,0.76,3.0,9
super-tux.csv,0.755,0.33499999999999996,0.62,0.5,2.5,5
vdsf.csv,0.72,0.29,0.795,0.5,3.0,1
xbrlapi.csv,0.14,0.355,0.165,0.65,3.5,6
