,flylinkdc.csv,xbrlapi.csv,vdsf.csv,n2cms.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,codeblocks.csv,rtb-team.csv,ldview.csv,bulmages.csv,ctrlr.csv,kowari.csv,super-tux.csv
bulmages.csv,0.64,0.67,0.0,0.88,0.0,0.57,0.7,0.0,0.0,0.6,0.41,0.0,0.54,0.93
codeblocks.csv,0.66,0.43,0.44,0.6,0.95,0.43,0.5,0.41,0.53,0.45,0.75,0.52,0.46,0.43
ctrlr.csv,0.72,0.95,0.0,0.63,0.98,0.83,0.95,0.96,0.71,0.93,0.84,0.81,0.88,0.93
dvt.csv,0.49,0.52,0.3,0.92,0.89,0.56,0.6,0.45,0.83,0.6,0.49,0.72,0.83,0.58
flylinkdc.csv,0.53,0.42,0.27,0.45,0.59,0.46,0.55,0.47,0.38,0.44,0.38,0.6,0.35,0.46
kowari.csv,0.89,0.8,0.0,0.54,0.81,0.68,0.79,0.74,0.45,0.49,0.82,0.46,0.62,0.67
ldview.csv,0.37,0.38,0.26,0.47,0.54,0.41,0.53,0.51,0.55,0.55,0.47,0.92,0.35,0.46
maidsafe-dht.csv,0.66,0.47,0.42,0.51,0.59,0.58,0.42,0.43,0.47,0.67,0.5,0.53,0.34,0.56
n2cms.csv,0.38,0.34,0.46,0.53,0.67,0.4,0.35,0.47,0.55,0.44,0.36,0.59,0.32,0.43
nuttx.csv,0.68,0.93,0.93,0.83,0.75,0.85,0.8,0.55,0.89,0.5,0.89,0.79,0.94,0.51
rtb-team.csv,0.86,0.93,0.0,0.61,0.0,0.86,0.77,0.75,0.47,0.0,0.44,0.88,0.95,0.88
super-tux.csv,0.37,0.5,0.44,0.62,0.62,0.43,0.56,0.45,0.73,0.53,0.58,0.5,0.47,0.43
vdsf.csv,0.46,0.46,0.98,0.53,0.66,0.45,0.68,0.46,0.38,0.68,0.47,0.63,0.38,0.54
xbrlapi.csv,0.92,0.48,0.0,0.74,0.0,0.92,0.77,0.88,0.63,0.55,0.48,0.83,0.49,0.67
