,flylinkdc.csv,xbrlapi.csv,vdsf.csv,n2cms.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,codeblocks.csv,rtb-team.csv,ldview.csv,bulmages.csv,ctrlr.csv,kowari.csv,super-tux.csv
bulmages.csv,0.36,0.0,0.0,0.21,0.0,0.39,0.28,0.0,0.0,0.39,0.45,0.0,0.2,0.27
codeblocks.csv,0.48,0.46,0.17,0.41,0.42,0.3,0.3,0.78,0.41,0.54,0.22,0.48,0.29,0.85
ctrlr.csv,0.25,0.38,0.0,0.47,0.37,0.16,0.14,0.22,0.39,0.33,0.27,0.62,0.0,0.4
dvt.csv,0.37,0.38,0.15,0.25,0.08,0.22,0.6,0.73,0.19,0.3,0.24,0.39,0.0,0.38
flylinkdc.csv,0.62,0.61,0.15,0.55,0.81,0.35,0.38,0.56,0.45,0.41,0.36,0.32,0.15,0.81
kowari.csv,0.3,0.35,0.0,0.38,0.36,0.29,0.2,0.52,0.38,0.5,0.37,0.4,0.32,0.66
ldview.csv,0.42,0.63,0.16,0.55,0.91,0.34,0.4,0.68,0.25,0.65,0.32,0.36,0.16,0.92
maidsafe-dht.csv,0.38,0.46,0.22,0.56,0.78,0.55,0.36,0.8,0.45,0.42,0.36,0.22,0.18,0.54
n2cms.csv,0.49,0.56,0.2,0.73,0.37,0.45,0.41,0.54,0.62,0.41,0.42,0.14,0.2,0.54
nuttx.csv,0.46,0.21,0.02,0.15,0.78,0.3,0.1,0.61,0.25,0.47,0.07,0.45,0.17,0.52
rtb-team.csv,0.18,0.36,0.0,0.56,0.0,0.36,0.26,0.07,0.75,0.0,0.42,0.07,0.07,0.15
super-tux.csv,0.4,0.38,0.23,0.34,0.77,0.41,0.33,0.81,0.38,0.56,0.34,0.4,0.27,0.96
vdsf.csv,0.33,0.69,0.25,0.53,0.74,0.29,0.41,0.81,0.45,0.47,0.35,0.25,0.07,0.85
xbrlapi.csv,0.2,0.68,0.0,0.37,0.0,0.15,0.31,0.11,0.24,0.31,0.33,0.15,0.03,0.04
