,flylinkdc.csv,xbrlapi.csv,vdsf.csv,n2cms.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,codeblocks.csv,rtb-team.csv,ldview.csv,bulmages.csv,ctrlr.csv,kowari.csv,super-tux.csv
bulmages.csv,0.23,0.08,0.0,0.03,0.0,0.45,0.14,0.0,0.0,0.11,0.46,0.0,0.59,0.0
codeblocks.csv,0.2,0.48,0.48,0.19,0.15,0.72,0.26,0.46,0.32,0.81,0.15,0.66,0.29,0.4
ctrlr.csv,0.48,0.22,0.0,0.54,0.26,0.33,0.52,0.21,0.38,0.24,0.3,0.25,0.1,0.4
dvt.csv,0.52,0.42,0.87,0.2,0.03,0.45,0.26,0.46,0.11,0.49,0.38,0.27,0.08,0.2
flylinkdc.csv,0.25,0.7,0.98,0.76,0.85,0.62,0.8,0.28,1.0,0.27,0.52,0.69,1.0,0.4
kowari.csv,0.02,0.22,0.0,0.49,0.26,0.37,0.13,0.31,0.76,0.89,0.12,0.93,0.24,0.2
ldview.csv,0.99,0.9,1.0,0.66,0.95,0.92,0.97,0.51,0.73,0.38,0.9,0.27,0.97,0.6
maidsafe-dht.csv,0.26,0.38,0.43,0.35,0.9,0.25,0.35,0.82,0.7,0.14,0.42,0.76,0.67,0.0
n2cms.csv,0.49,0.5,0.35,0.22,0.21,0.33,0.35,0.15,0.08,0.27,0.49,0.32,0.6,0.2
nuttx.csv,0.2,0.2,0.01,0.03,0.44,0.15,0.17,0.26,0.16,0.41,0.1,0.17,0.18,0.2
rtb-team.csv,0.03,0.1,0.0,0.42,0.0,0.15,0.17,0.0,0.14,0.03,0.3,0.12,0.27,0.0
super-tux.csv,0.94,0.57,0.39,0.32,0.97,0.67,0.39,0.87,0.16,0.84,0.7,0.88,0.32,0.0
vdsf.csv,0.81,0.68,0.14,0.68,0.92,0.85,0.73,0.79,1.0,0.57,0.86,0.73,0.96,0.8
xbrlapi.csv,0.08,0.4,0.0,0.35,0.0,0.17,0.12,0.03,0.41,0.16,0.24,0.07,0.72,0.2
