,sabbu.csv,gamestone.csv,beast-mcmc.csv,bscwweasel.csv,pdfedit.csv,codeblocks.csv,badtrinitycore.csv,redshell.csv,zengine.csv,jbasic.csv,iaml.csv,silvertree.csv,t-2.csv,xreal.csv,zabbix.csv,modplug.csv,xinity.csv
badtrinitycore.csv,0.06,0.29,0.16,0.17,0.37,0.18,0.18,0.5,0.0,0.09,0.18,0.6,0.15,0.38,0.54,0.46,0.38
beast-mcmc.csv,0.11,0.69,0.2,0.6,0.79,0.41,0.23,0.75,0.0,0.27,0.22,0.6,0.68,0.67,0.98,0.67,0.77
bscwweasel.csv,0.0,0.65,0.14,0.18,0.56,0.0,0.59,0.38,0.0,0.11,0.6,0.14,0.8,0.23,0.06,0.21,0.58
codeblocks.csv,0.43,0.65,0.2,0.54,0.86,0.36,0.37,0.5,0.42,0.2,0.23,0.8,0.53,0.79,0.95,0.25,0.62
gamestone.csv,0.04,0.15,0.4,0.38,0.23,0.03,0.11,0.38,0.0,0.17,0.43,0.03,0.32,0.14,0.02,0.12,0.38
iaml.csv,0.13,0.33,0.54,0.15,0.28,0.23,0.5,0.25,0.42,0.71,0.31,0.23,0.34,0.28,0.1,0.71,0.81
jbasic.csv,0.78,0.17,0.65,0.4,0.56,0.1,0.31,1.0,0.0,0.38,0.44,0.74,0.95,0.87,0.23,0.75,0.81
modplug.csv,0.81,0.94,0.84,0.92,0.93,0.67,0.96,0.88,1.0,0.53,0.99,0.97,0.87,1.0,0.99,0.17,0.92
pdfedit.csv,0.67,0.12,0.44,0.18,0.33,0.49,0.14,0.5,0.08,0.83,0.38,0.71,0.26,0.5,0.26,0.29,0.46
redshell.csv,0.91,0.62,0.66,0.67,0.51,0.92,0.82,0.38,0.0,0.38,0.68,0.74,0.81,0.44,0.92,0.96,0.5
sabbu.csv,0.24,0.13,0.45,0.48,0.51,0.28,0.12,0.38,0.0,0.82,0.52,0.49,0.58,0.38,0.65,0.58,0.69
silvertree.csv,0.41,0.63,0.69,0.73,0.67,0.46,0.85,0.75,0.5,0.98,0.73,0.26,0.94,0.72,0.86,0.79,0.92
t-2.csv,0.81,0.79,0.41,0.58,0.77,0.79,0.4,0.62,0.92,0.08,0.39,0.77,0.16,0.46,0.57,0.83,0.27
xinity.csv,0.87,0.52,0.77,0.23,0.33,0.79,0.79,0.62,0.58,0.86,0.35,0.54,0.95,0.42,0.36,0.79,0.42
xreal.csv,0.06,0.23,0.43,0.2,0.26,0.21,0.35,0.12,0.42,0.74,0.34,0.14,0.12,0.01,0.08,0.67,0.42
zabbix.csv,0.17,0.21,0.39,0.47,0.47,0.36,0.09,0.38,0.0,0.59,0.62,0.51,0.33,0.42,0.24,0.5,0.81
zengine.csv,0.61,0.92,0.94,0.97,0.98,0.97,0.97,1.0,0.0,1.0,0.72,1.0,0.99,0.96,0.84,1.0,0.96
