,fritzing.csv,arianne.csv,xuggle.csv,emeraldemu.csv,yield.csv,rsyslog.csv,planeshift.csv,grafx2.csv,wow-qrsk.csv,bacnet.csv,gnupdate.csv,alsa.csv,ardour.csv,multitude.csv,salasaga.csv,keyczar.csv,xmoto.csv,cortex-vfx.csv,gstreamer.csv,linux-ntfs.csv
alsa.csv,0.59,0.47,0.26,0.48,0.58,0.58,0.43,0.45,0.45,0.49,0.27,0.99,0.6,0.55,0.34,0.7,0.55,0.35,0.63,0.48
ardour.csv,0.62,0.41,0.35,0.53,0.62,0.64,0.62,0.78,0.47,0.49,0.42,0.56,0.97,0.53,0.36,0.49,0.61,0.45,0.59,0.6
arianne.csv,0.46,0.99,0.17,0.37,0.48,0.67,0.62,0.53,0.35,0.41,0.3,0.58,0.6,0.49,0.24,0.57,0.53,0.3,0.48,0.54
bacnet.csv,0.59,0.37,0.28,0.52,0.62,0.48,0.72,0.53,0.36,0.94,0.32,0.57,0.65,0.49,0.28,0.53,0.63,0.37,0.68,0.5
cortex-vfx.csv,0.51,0.35,0.25,0.47,0.49,0.68,0.51,0.46,0.44,0.39,0.47,0.45,0.52,0.44,0.39,0.12,0.51,0.93,0.39,0.49
emeraldemu.csv,0.61,0.46,0.16,0.97,0.48,0.18,0.55,0.54,0.43,0.2,0.09,0.26,0.55,0.45,0.35,0.04,0.55,0.23,0.4,0.49
fritzing.csv,0.99,0.5,0.32,0.47,0.59,0.64,0.62,0.64,0.5,0.43,0.31,0.61,0.67,0.52,0.23,0.04,0.46,0.27,0.63,0.55
gnupdate.csv,0.56,0.55,0.12,0.37,0.6,0.56,0.62,0.46,0.27,0.31,0.89,0.59,0.61,0.58,0.29,0.87,0.59,0.36,0.42,0.75
grafx2.csv,0.59,0.55,0.25,0.56,0.45,0.56,0.58,0.98,0.46,0.42,0.44,0.61,0.64,0.64,0.29,0.49,0.57,0.44,0.54,0.57
gstreamer.csv,0.52,0.55,0.27,0.45,0.51,0.72,0.67,0.47,0.33,0.49,0.25,0.61,0.61,0.6,0.29,0.63,0.6,0.36,0.99,0.6
keyczar.csv,0.12,0.47,0.19,0.27,0.35,0.4,0.34,0.47,0.18,0.48,0.3,0.68,0.32,0.38,0.3,0.99,0.42,0.21,0.52,0.44
linux-ntfs.csv,0.49,0.38,0.15,0.52,0.58,0.58,0.64,0.7,0.38,0.38,0.39,0.55,0.63,0.51,0.36,0.62,0.46,0.32,0.52,1.0
multitude.csv,0.6,0.47,0.33,0.55,0.63,0.54,0.7,0.74,0.42,0.44,0.4,0.57,0.69,0.98,0.22,0.37,0.68,0.31,0.61,0.61
planeshift.csv,0.65,0.33,0.23,0.53,0.55,0.63,0.99,0.73,0.39,0.55,0.25,0.73,0.7,0.69,0.29,0.67,0.62,0.37,0.7,0.6
rsyslog.csv,0.64,0.5,0.38,0.6,0.59,0.98,0.69,0.77,0.59,0.43,0.36,0.49,0.71,0.46,0.25,0.0,0.66,0.35,0.62,0.61
salasaga.csv,0.44,0.66,0.13,0.42,0.49,0.54,0.79,0.65,0.22,0.46,0.27,0.71,0.44,0.54,0.88,0.86,0.56,0.34,0.5,0.54
wow-qrsk.csv,0.65,0.39,0.33,0.56,0.53,0.47,0.44,0.39,0.98,0.42,0.3,0.21,0.62,0.5,0.19,0.25,0.5,0.33,0.38,0.53
xmoto.csv,0.61,0.49,0.33,0.54,0.6,0.66,0.64,0.57,0.45,0.49,0.27,0.68,0.74,0.54,0.27,0.7,0.97,0.35,0.73,0.62
xuggle.csv,0.61,0.57,0.88,0.52,0.55,0.64,0.77,0.62,0.23,0.34,0.31,0.57,0.65,0.5,0.06,0.28,0.55,0.2,0.61,0.54
yield.csv,0.66,0.64,0.22,0.51,0.98,0.71,0.81,0.78,0.37,0.47,0.29,0.72,0.72,0.66,0.26,0.8,0.62,0.36,0.73,0.59
