,fritzing.csv,arianne.csv,xuggle.csv,emeraldemu.csv,yield.csv,rsyslog.csv,planeshift.csv,grafx2.csv,wow-qrsk.csv,bacnet.csv,gnupdate.csv,alsa.csv,ardour.csv,multitude.csv,salasaga.csv,keyczar.csv,xmoto.csv,cortex-vfx.csv,gstreamer.csv,linux-ntfs.csv
alsa.csv,0.23,0.32,0.29,0.44,0.18,0.25,0.11,0.05,0.22,0.23,0.43,0.01,0.41,0.29,0.38,0.53,0.27,0.38,0.16,0.52
ardour.csv,0.23,0.2,0.18,0.37,0.19,0.33,0.39,0.13,0.29,0.31,0.34,0.56,0.01,0.12,0.46,0.33,0.27,0.28,0.45,0.31
arianne.csv,0.53,0.0,0.47,0.61,0.49,0.67,0.57,0.63,0.46,0.8,0.81,0.59,0.58,0.58,0.87,0.47,0.52,0.64,0.53,0.59
bacnet.csv,0.29,0.4,0.36,0.41,0.28,0.38,0.2,0.26,0.39,0.0,0.33,0.36,0.41,0.22,0.53,0.47,0.07,0.44,0.51,0.55
cortex-vfx.csv,0.19,0.15,0.14,0.18,0.1,0.21,0.22,0.18,0.17,0.27,0.22,0.26,0.1,0.15,0.18,0.07,0.25,0.01,0.18,0.17
emeraldemu.csv,0.82,0.48,0.06,0.0,0.04,0.21,0.28,0.16,0.22,0.08,0.02,0.14,0.27,0.05,0.24,0.07,0.02,0.14,0.11,0.07
fritzing.csv,0.0,0.29,0.35,0.38,0.19,0.42,0.43,0.37,0.17,0.53,0.21,0.6,0.59,0.29,0.92,0.07,0.25,0.26,0.66,0.72
gnupdate.csv,0.71,0.82,0.76,0.69,0.91,0.62,0.63,0.71,0.77,0.43,0.0,0.47,0.46,0.53,0.13,0.93,0.86,0.78,0.21,0.31
grafx2.csv,0.55,0.38,0.34,0.25,0.32,0.42,0.35,0.03,0.32,0.31,0.17,0.49,0.39,0.25,0.59,0.07,0.32,0.39,0.35,0.41
gstreamer.csv,0.51,0.37,0.4,0.47,0.31,0.25,0.46,0.61,0.58,0.45,0.65,0.61,0.63,0.58,0.64,0.53,0.34,0.53,0.01,0.55
keyczar.csv,0.05,0.29,0.48,0.51,0.72,0.42,0.24,0.16,0.45,0.34,0.55,0.65,0.3,0.29,0.4,0.07,0.45,0.19,0.48,0.45
linux-ntfs.csv,0.3,0.4,0.54,0.31,0.22,0.54,0.37,0.08,0.34,0.47,0.2,0.47,0.42,0.39,0.53,0.4,0.41,0.43,0.48,0.0
multitude.csv,0.27,0.4,0.24,0.39,0.32,0.17,0.33,0.21,0.33,0.26,0.19,0.31,0.34,0.0,0.39,0.33,0.25,0.28,0.39,0.52
planeshift.csv,0.45,0.14,0.61,0.63,0.51,0.54,0.02,0.47,0.6,0.64,0.57,0.71,0.86,0.47,0.79,0.53,0.55,0.85,0.76,0.72
rsyslog.csv,0.3,0.19,0.25,0.25,0.16,0.0,0.46,0.26,0.16,0.58,0.2,0.31,0.52,0.22,0.96,0.0,0.3,0.18,0.41,0.45
salasaga.csv,0.83,0.93,0.85,0.84,0.94,0.83,0.83,0.79,0.93,0.85,0.9,0.91,0.73,0.86,0.01,1.0,0.93,0.72,0.75,0.59
wow-qrsk.csv,0.35,0.54,0.22,0.2,0.1,0.12,0.3,0.16,0.0,0.74,0.42,0.15,0.14,0.32,0.77,0.07,0.07,0.58,0.4,0.55
xmoto.csv,0.43,0.26,0.36,0.44,0.04,0.62,0.3,0.32,0.32,0.77,0.91,0.79,0.58,0.47,0.99,0.4,0.02,0.58,0.9,0.93
xuggle.csv,0.58,0.83,0.0,0.39,0.54,0.5,0.7,0.61,0.54,0.68,0.6,0.31,0.56,0.32,0.01,0.07,0.61,0.05,0.75,0.31
yield.csv,0.74,0.53,0.66,0.78,0.01,0.5,0.72,0.42,0.65,0.86,0.67,0.84,0.72,0.66,0.97,0.67,0.8,0.77,0.78,0.9
