,fritzing.csv,arianne.csv,xuggle.csv,emeraldemu.csv,yield.csv,rsyslog.csv,planeshift.csv,grafx2.csv,wow-qrsk.csv,bacnet.csv,gnupdate.csv,alsa.csv,ardour.csv,multitude.csv,salasaga.csv,keyczar.csv,xmoto.csv,cortex-vfx.csv,gstreamer.csv,linux-ntfs.csv
alsa.csv,0.52,0.65,0.61,0.45,0.58,0.53,0.74,0.67,0.6,0.63,0.43,0.47,0.46,0.56,0.48,0.55,0.57,0.51,0.46,0.43
ardour.csv,0.45,0.69,0.68,0.47,0.62,0.5,0.46,0.33,0.56,0.53,0.52,0.48,0.45,0.67,0.42,0.5,0.52,0.51,0.48,0.38
arianne.csv,0.53,0.52,0.68,0.48,0.65,0.57,0.52,0.6,0.51,0.46,0.51,0.52,0.5,0.58,0.61,0.72,0.55,0.54,0.57,0.45
bacnet.csv,0.51,0.64,0.61,0.48,0.57,0.7,0.4,0.52,0.58,0.68,0.54,0.55,0.45,0.58,0.63,0.63,0.67,0.55,0.44,0.4
cortex-vfx.csv,0.62,0.88,0.76,0.68,0.67,0.57,0.61,0.68,0.68,0.74,0.74,0.61,0.65,0.77,0.6,0.75,0.59,0.88,0.8,0.6
emeraldemu.csv,0.48,0.62,0.97,0.61,0.79,0.88,0.49,0.75,0.75,0.91,0.67,0.88,0.47,0.74,0.55,0.5,0.6,0.91,0.81,0.64
fritzing.csv,0.54,0.65,0.62,0.58,0.64,0.59,0.49,0.46,0.7,0.53,0.92,0.48,0.48,0.63,0.58,0.5,0.68,0.88,0.44,0.46
gnupdate.csv,0.52,0.46,0.6,0.46,0.47,0.68,0.5,0.71,0.48,0.67,0.94,0.62,0.48,0.57,0.68,0.44,0.46,0.45,0.87,0.53
grafx2.csv,0.52,0.53,0.67,0.55,0.66,0.71,0.53,0.44,0.61,0.51,0.68,0.41,0.43,0.51,0.54,0.53,0.53,0.5,0.6,0.44
gstreamer.csv,0.51,0.57,0.7,0.51,0.68,0.5,0.44,0.72,0.53,0.5,0.51,0.48,0.47,0.5,0.53,0.56,0.51,0.48,0.45,0.38
keyczar.csv,0.89,0.53,0.61,0.57,0.63,0.68,0.88,0.67,0.57,0.56,0.41,0.39,0.86,0.81,0.57,0.45,0.63,0.99,0.48,0.58
linux-ntfs.csv,0.57,0.65,0.74,0.6,0.6,0.69,0.49,0.43,0.58,0.65,0.73,0.44,0.48,0.66,0.51,0.63,0.62,0.53,0.59,0.54
multitude.csv,0.48,0.56,0.63,0.47,0.49,0.4,0.41,0.39,0.49,0.54,0.6,0.45,0.4,0.51,0.68,0.65,0.43,0.7,0.53,0.42
planeshift.csv,0.43,0.86,0.51,0.39,0.53,0.48,0.38,0.42,0.43,0.37,0.39,0.35,0.37,0.4,0.53,0.44,0.43,0.43,0.4,0.37
rsyslog.csv,0.44,0.69,0.63,0.51,0.6,0.6,0.42,0.37,0.6,0.46,0.8,0.58,0.38,0.64,0.55,0.0,0.46,0.79,0.46,0.43
salasaga.csv,0.6,0.39,0.58,0.43,0.53,0.65,0.4,0.6,0.47,0.45,0.52,0.42,0.57,0.54,0.88,0.43,0.49,0.49,0.58,0.61
wow-qrsk.csv,0.52,0.6,0.71,0.67,0.72,0.92,0.76,0.72,0.85,0.51,0.98,0.97,0.57,0.62,0.65,0.88,0.75,0.56,0.82,0.42
xmoto.csv,0.48,0.61,0.56,0.47,0.58,0.54,0.49,0.47,0.58,0.41,0.47,0.44,0.42,0.61,0.53,0.51,0.56,0.53,0.4,0.41
xuggle.csv,0.47,0.45,0.97,0.55,0.57,0.6,0.4,0.53,0.69,0.53,0.48,0.6,0.47,0.51,0.67,0.78,0.59,0.96,0.45,0.55
yield.csv,0.44,0.43,0.49,0.36,0.53,0.52,0.34,0.43,0.43,0.38,0.45,0.35,0.36,0.43,0.54,0.49,0.42,0.45,0.38,0.42
