,fritzing.csv,arianne.csv,xuggle.csv,emeraldemu.csv,yield.csv,rsyslog.csv,planeshift.csv,grafx2.csv,wow-qrsk.csv,bacnet.csv,gnupdate.csv,alsa.csv,ardour.csv,multitude.csv,salasaga.csv,keyczar.csv,xmoto.csv,cortex-vfx.csv,gstreamer.csv,linux-ntfs.csv
alsa.csv,1.0,5.0,17.0,0.0,1.0,1.0,1.0,0.0,8.0,1.0,19.0,0.0,3.0,0.0,5.0,1.0,2.0,18.0,0.0,0.0
ardour.csv,0.0,0.0,14.0,7.0,7.0,1.0,2.0,0.0,39.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,1.0,1.0,0.0,3.0
arianne.csv,1.0,0.0,55.0,3.0,9.0,2.0,3.0,2.0,2.0,5.0,1.0,0.0,2.0,0.0,61.0,0.0,1.0,12.0,1.0,0.0
bacnet.csv,0.0,3.0,48.0,3.0,1.0,3.0,0.0,7.0,64.0,0.0,0.0,0.0,5.0,3.0,44.0,2.0,1.0,27.0,6.0,1.0
cortex-vfx.csv,2.0,0.0,25.0,8.0,0.0,1.0,1.0,2.0,4.0,0.0,4.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0,1.0,0.0
emeraldemu.csv,1.0,8.0,15.0,0.0,1.0,5.0,0.0,2.0,45.0,4.0,2.0,3.0,2.0,0.0,12.0,0.0,0.0,1.0,0.0,1.0
fritzing.csv,0.0,5.0,18.0,2.0,0.0,1.0,2.0,4.0,2.0,1.0,1.0,0.0,3.0,4.0,61.0,1.0,1.0,25.0,3.0,0.0
gnupdate.csv,1.0,0.0,104.0,5.0,8.0,7.0,2.0,2.0,54.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,1.0,0.0
grafx2.csv,0.0,6.0,18.0,17.0,3.0,1.0,1.0,0.0,60.0,4.0,1.0,4.0,2.0,2.0,25.0,0.0,0.0,6.0,0.0,1.0
gstreamer.csv,0.0,5.0,51.0,0.0,6.0,0.0,1.0,1.0,61.0,0.0,2.0,0.0,1.0,0.0,30.0,3.0,0.0,18.0,0.0,0.0
keyczar.csv,3.0,1.0,26.0,2.0,4.0,3.0,1.0,0.0,20.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,8.0,0.0,2.0
linux-ntfs.csv,2.0,0.0,83.0,2.0,3.0,6.0,1.0,0.0,40.0,1.0,0.0,0.0,0.0,0.0,18.0,2.0,7.0,24.0,5.0,0.0
multitude.csv,3.0,3.0,6.0,1.0,3.0,0.0,2.0,5.0,25.0,3.0,2.0,0.0,0.0,0.0,38.0,2.0,0.0,13.0,2.0,1.0
planeshift.csv,1.0,3.0,38.0,2.0,7.0,4.0,0.0,0.0,50.0,0.0,3.0,0.0,5.0,0.0,40.0,0.0,2.0,24.0,0.0,1.0
rsyslog.csv,0.0,1.0,10.0,1.0,0.0,0.0,0.0,3.0,2.0,17.0,1.0,0.0,5.0,6.0,61.0,62.0,1.0,2.0,1.0,0.0
salasaga.csv,1.0,0.0,114.0,7.0,8.0,3.0,2.0,2.0,69.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,3.0,3.0,0.0
wow-qrsk.csv,1.0,8.0,13.0,3.0,0.0,1.0,2.0,5.0,1.0,1.0,2.0,0.0,3.0,2.0,59.0,1.0,0.0,10.0,5.0,2.0
xmoto.csv,0.0,3.0,9.0,5.0,0.0,7.0,1.0,2.0,41.0,1.0,1.0,0.0,0.0,0.0,60.0,0.0,0.0,16.0,3.0,0.0
xuggle.csv,1.0,0.0,0.0,4.0,6.0,2.0,2.0,2.0,71.0,4.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,3.0,0.0
yield.csv,1.0,0.0,55.0,8.0,0.0,1.0,2.0,4.0,42.0,1.0,14.0,0.0,0.0,4.0,60.0,0.0,1.0,11.0,5.0,2.0
