,fritzing.csv,arianne.csv,xuggle.csv,emeraldemu.csv,yield.csv,rsyslog.csv,planeshift.csv,grafx2.csv,wow-qrsk.csv,bacnet.csv,gnupdate.csv,alsa.csv,ardour.csv,multitude.csv,salasaga.csv,keyczar.csv,xmoto.csv,cortex-vfx.csv,gstreamer.csv,linux-ntfs.csv
alsa.csv,0.57,0.45,0.53,0.61,0.53,0.54,0.34,0.35,0.59,0.51,0.47,0.99,0.57,0.51,0.64,0.58,0.53,0.53,0.55,0.5
ardour.csv,0.59,0.34,0.56,0.65,0.58,0.63,0.52,0.75,0.69,0.56,0.65,0.5,0.96,0.45,0.72,0.39,0.6,0.6,0.56,0.6
arianne.csv,0.47,0.98,0.45,0.5,0.49,0.63,0.5,0.51,0.61,0.45,0.49,0.51,0.57,0.47,0.4,0.47,0.56,0.52,0.45,0.56
bacnet.csv,0.57,0.34,0.65,0.65,0.61,0.45,0.62,0.48,0.59,0.91,0.48,0.51,0.63,0.42,0.6,0.44,0.55,0.58,0.64,0.52
cortex-vfx.csv,0.46,0.29,0.34,0.48,0.42,0.65,0.41,0.4,0.53,0.41,0.63,0.37,0.43,0.37,0.54,0.07,0.48,0.92,0.32,0.43
emeraldemu.csv,0.48,0.45,0.16,0.97,0.38,0.14,0.45,0.47,0.57,0.16,0.06,0.19,0.51,0.36,0.54,0.02,0.44,0.23,0.31,0.4
fritzing.csv,0.98,0.47,0.72,0.57,0.55,0.63,0.52,0.63,0.61,0.53,0.39,0.55,0.64,0.49,0.29,0.02,0.43,0.34,0.57,0.53
gnupdate.csv,0.54,0.44,0.39,0.5,0.32,0.55,0.49,0.43,0.49,0.37,0.83,0.53,0.59,0.57,0.33,0.27,0.42,0.53,0.34,0.78
grafx2.csv,0.61,0.55,0.54,0.62,0.44,0.55,0.49,0.98,0.7,0.46,0.54,0.56,0.62,0.61,0.62,0.38,0.58,0.66,0.49,0.58
gstreamer.csv,0.53,0.54,0.64,0.58,0.49,0.7,0.57,0.45,0.61,0.6,0.49,0.54,0.57,0.59,0.64,0.52,0.62,0.6,0.98,0.62
keyczar.csv,0.09,0.43,0.5,0.35,0.35,0.38,0.26,0.4,0.31,0.55,0.56,0.59,0.28,0.33,0.58,0.99,0.44,0.22,0.49,0.44
linux-ntfs.csv,0.47,0.36,0.44,0.61,0.55,0.58,0.55,0.63,0.59,0.46,0.49,0.5,0.6,0.48,0.74,0.52,0.46,0.5,0.48,1.0
multitude.csv,0.59,0.46,0.6,0.69,0.63,0.47,0.6,0.72,0.65,0.46,0.49,0.5,0.67,0.98,0.42,0.29,0.68,0.42,0.57,0.63
planeshift.csv,0.67,0.27,0.65,0.69,0.57,0.63,0.99,0.73,0.69,0.66,0.48,0.6,0.43,0.69,0.55,0.55,0.66,0.45,0.56,0.57
rsyslog.csv,0.63,0.44,0.71,0.68,0.53,0.97,0.59,0.76,0.73,0.54,0.44,0.42,0.69,0.39,0.17,0.0,0.68,0.4,0.59,0.63
salasaga.csv,0.37,0.27,0.35,0.43,0.22,0.42,0.47,0.52,0.24,0.43,0.33,0.32,0.39,0.38,0.85,0.0,0.26,0.56,0.43,0.56
wow-qrsk.csv,0.67,0.39,0.58,0.6,0.45,0.4,0.35,0.32,0.98,0.5,0.51,0.16,0.55,0.46,0.44,0.18,0.41,0.56,0.33,0.55
xmoto.csv,0.62,0.45,0.73,0.7,0.49,0.64,0.54,0.54,0.68,0.54,0.3,0.5,0.71,0.52,0.05,0.6,0.97,0.59,0.35,0.27
xuggle.csv,0.62,0.44,0.82,0.64,0.57,0.64,0.58,0.6,0.44,0.43,0.58,0.5,0.62,0.46,0.05,0.2,0.59,0.16,0.51,0.53
yield.csv,0.6,0.65,0.62,0.57,0.97,0.72,0.6,0.8,0.66,0.42,0.54,0.45,0.62,0.62,0.13,0.63,0.53,0.55,0.56,0.34
