,google-collections.csv,forester-atv.csv,mediate.csv,st-filteredstatistics.csv,projectfactory.csv,geotools.csv,l2j.csv,thedata.csv
forester-atv.csv,0.0,1.0,0.51,1.0,0.46,0.14,1.0,0.0
geotools.csv,1.0,0.37,0.67,0.83,0.47,0.99,0.84,0.0
google-collections.csv,1.0,0.39,0.57,0.75,0.48,0.28,0.72,0.06
l2j.csv,1.0,0.4,0.59,0.78,0.5,0.39,0.99,0.03
mediate.csv,0.93,0.5,0.97,0.65,0.52,0.27,0.74,0.09
projectfactory.csv,1.0,0.36,0.62,0.83,1.0,0.36,0.65,0.06
st-filteredstatistics.csv,1.0,0.53,0.65,1.0,0.64,0.4,0.7,0.02
thedata.csv,0.0,0.62,0.67,0.64,0.5,0.26,0.75,1.0
