,google-collections.csv,forester-atv.csv,mediate.csv,st-filteredstatistics.csv,projectfactory.csv,geotools.csv,l2j.csv,thedata.csv
forester-atv.csv,1.0,0.0,0.81,0.95,0.86,0.96,0.94,1.0
geotools.csv,0.8,0.79,0.55,0.88,0.74,0.04,0.92,1.03
google-collections.csv,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
l2j.csv,0.25,0.74,0.81,0.72,0.7,0.54,0.01,0.88
mediate.csv,1.21,0.64,0.04,0.85,0.71,0.75,0.71,0.54
projectfactory.csv,0.6,0.78,0.63,0.52,0.05,0.6,0.83,0.68
st-filteredstatistics.csv,0.59,0.51,0.58,0.03,0.59,0.52,0.76,1.04
thedata.csv,1.0,0.38,0.65,0.88,0.68,0.85,0.75,0.0
