,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,ontopia.csv,irplus.csv,lite.csv,mevenide.csv
alembik.csv,0.25,0.22,0.11,1.0,0.08,0.14,0.0,0.53,0.24
arsenal-1.csv,0.66,0.43,0.93,0.86,0.52,0.51,0.72,0.87,0.66
barracudamvc.csv,0.99,0.65,0.96,0.55,1.0,0.55,0.68,0.87,0.83
irplus.csv,0.39,0.52,0.37,0.41,0.64,0.14,1.0,0.47,0.34
lite.csv,0.12,0.22,0.15,0.09,0.4,0.09,0.16,0.93,0.24
mevenide.csv,0.13,0.26,0.07,0.23,0.32,0.12,0.08,0.13,0.86
mumble.csv,0.27,0.35,0.41,0.55,1.0,0.18,0.36,0.53,0.17
ontopia.csv,0.85,0.96,0.89,0.64,0.6,0.99,0.56,0.47,0.52
openintents.csv,0.28,1.0,0.33,0.64,0.36,0.36,0.44,0.47,0.38
