,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,ontopia.csv,irplus.csv,lite.csv,mevenide.csv
alembik.csv,0.0,0.0,1.0,0.0,3.0,0.0,68.0,2.0,1.0
arsenal-1.csv,0.0,13.0,0.0,6.0,11.0,0.0,0.0,3.0,0.0
barracudamvc.csv,0.0,5.0,0.0,6.0,18.0,0.0,0.0,8.0,0.0
irplus.csv,0.0,2.0,2.0,1.0,3.0,0.0,0.0,7.0,2.0
lite.csv,0.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,3.0
mevenide.csv,0.0,4.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0
mumble.csv,0.0,7.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
ontopia.csv,0.0,1.0,2.0,3.0,14.0,0.0,3.0,3.0,4.0
openintents.csv,1.0,0.0,0.0,3.0,3.0,0.0,6.0,3.0,3.0
