,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,ontopia.csv,irplus.csv,lite.csv,mevenide.csv
alembik.csv,0.75,0.79,0.89,0.03,0.92,0.88,1.0,0.56,0.76
arsenal-1.csv,0.87,0.81,0.07,0.85,0.7,0.99,0.78,0.74,0.73
barracudamvc.csv,0.01,0.7,0.9,0.79,0.85,0.9,0.75,0.98,0.97
irplus.csv,0.7,0.68,0.76,0.62,0.43,0.87,0.0,0.63,0.68
lite.csv,0.88,0.79,0.87,0.92,0.61,0.91,0.85,0.07,0.77
mevenide.csv,0.89,0.82,0.93,0.78,0.68,0.91,0.93,0.88,0.14
mumble.csv,0.75,0.76,0.69,0.48,0.0,0.89,0.65,0.53,0.84
ontopia.csv,0.77,0.97,0.94,0.8,0.7,0.07,0.79,0.89,0.75
openintents.csv,0.78,0.0,0.7,0.47,0.65,0.71,0.6,0.61,0.66
