,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,omseek.csv,img-browse-sort.csv,illumination.csv,miranda.csv
bacula.csv,0.67,0.63,0.51,0.8,0.51,0.66,0.46,0.53,0.57,0.66,0.72,0.76,0.6,0.85,0.61,0.45,0.88,0.82
decidr.csv,0.73,0.79,0.59,0.6,0.68,0.91,0.91,1.0,0.9,0.97,0.38,1.0,1.0,0.9,0.71,0.98,0.82,0.97
elmo.csv,0.62,0.48,0.84,0.74,0.5,0.72,0.83,0.85,0.72,0.84,0.61,0.84,0.76,1.0,0.58,0.67,0.5,0.78
gpac.csv,0.53,0.72,0.6,0.59,0.61,0.83,0.72,0.9,0.66,0.63,0.99,0.44,0.83,0.91,0.62,0.65,0.86,0.85
illumination.csv,1.0,0.92,0.94,0.88,0.72,1.0,0.9,0.61,1.0,0.68,0.96,1.0,1.0,0.84,0.82,0.92,0.27,1.0
img-browse-sort.csv,0.39,0.85,0.47,0.38,0.45,0.52,0.47,0.54,0.42,0.41,0.72,0.51,0.7,0.73,0.51,0.36,0.61,0.64
jajuk.csv,0.67,0.49,0.69,0.3,0.59,0.64,0.63,0.73,0.55,0.49,0.95,0.9,0.67,0.95,0.61,0.55,0.63,0.78
ktc.csv,0.34,0.66,0.45,0.39,0.51,0.57,0.85,0.56,0.4,0.58,0.51,0.65,0.54,0.67,0.49,0.74,0.65,0.53
miranda.csv,0.6,1.0,0.59,0.83,0.87,1.0,0.78,1.0,0.83,0.57,0.72,0.87,1.0,1.0,0.65,1.0,0.73,0.5
neoengine.csv,0.56,1.0,0.43,0.42,0.51,0.92,0.43,1.0,0.58,0.66,0.59,1.0,1.0,0.7,0.74,0.66,0.82,1.0
nicepress.csv,0.56,0.84,0.92,0.7,0.54,0.63,0.65,0.96,0.47,0.28,0.66,0.94,0.96,0.75,0.58,0.77,0.64,0.87
omseek.csv,0.73,1.0,0.81,0.58,0.57,0.78,0.98,0.68,0.75,0.89,0.78,0.97,0.88,0.65,0.42,0.68,0.83,0.69
rosegarden.csv,0.46,0.69,0.88,0.47,0.58,0.66,0.56,0.6,0.37,0.51,0.75,0.56,0.64,0.57,0.57,0.67,0.95,0.67
smarttag.csv,0.52,0.58,0.89,0.5,0.84,0.7,0.65,0.66,0.52,0.53,0.61,0.64,0.65,0.49,0.62,0.57,0.68,0.6
sylpheed-claws.csv,0.91,1.0,0.87,0.95,0.98,1.0,1.0,0.63,0.95,1.0,0.87,0.61,0.41,0.95,1.0,0.98,0.97,1.0
vapor.csv,1.0,0.55,0.54,0.84,0.74,0.55,0.78,0.86,0.63,0.5,0.78,0.56,0.61,1.0,0.53,0.62,0.84,0.99
zorannt.csv,0.62,0.45,0.83,0.51,0.45,0.73,0.55,0.81,0.75,0.71,0.61,0.59,0.51,0.8,0.5,0.44,0.61,0.69
zscreen.csv,0.68,0.81,0.63,0.82,0.77,0.57,0.34,0.56,0.63,0.72,0.76,0.72,0.59,0.7,0.59,0.9,0.78,0.92
