,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,power-architect.csv,bigdata.csv,kolmafia.csv,opendvr.csv,mevenide.csv,coot.csv,icescrum.csv,codesmith.csv,ta3d.csv,thedata.csv
apertium.csv,0.55,0.8,0.52,0.45,0.6,0.69,0.73,0.47,0.0,0.8,0.67,0.75,0.82,0.7,0.84,0.57,0.73,0.59,0.89
beast-mcmc.csv,0.03,0.81,0.78,0.73,0.71,0.68,0.56,0.8,0.97,0.63,0.63,0.64,0.77,0.77,0.68,0.55,0.86,0.76,1.02
bigdata.csv,0.56,0.71,0.48,0.92,0.9,0.63,0.61,0.95,0.96,0.59,0.11,0.75,0.94,0.85,0.88,0.7,0.92,0.91,0.52
codesmith.csv,0.6,0.81,0.55,0.7,0.57,0.65,0.75,0.71,0.56,0.72,0.82,0.71,0.74,0.77,0.72,0.67,0.0,0.68,0.77
coot.csv,0.66,0.78,0.71,0.79,0.78,0.7,0.68,0.87,0.7,0.79,0.74,0.73,0.82,0.91,0.07,0.67,0.87,0.65,0.52
cuberok.csv,0.78,0.71,0.57,0.53,0.79,0.77,0.05,0.73,0.86,0.69,0.89,0.89,0.77,0.76,0.84,0.69,0.64,0.73,1.13
icescrum.csv,0.42,0.72,0.7,0.48,0.84,0.55,0.69,0.52,0.74,0.6,0.61,0.66,0.84,0.63,0.69,0.05,0.88,0.78,0.77
jbasic.csv,0.56,0.69,0.78,0.59,0.81,0.71,0.5,0.02,0.73,0.66,0.76,0.63,0.7,0.51,0.87,0.63,0.87,0.7,0.9
jrefactory.csv,0.72,0.0,0.66,0.6,0.6,0.77,0.89,0.78,0.81,0.5,0.7,0.62,0.84,0.68,0.7,0.67,0.8,0.73,0.89
jsecurity.csv,0.85,0.81,0.05,0.84,0.75,0.81,0.81,0.82,0.71,0.91,0.85,0.86,0.78,0.84,0.89,0.75,0.85,0.78,0.79
kolmafia.csv,0.59,0.66,0.61,0.57,0.73,0.63,0.58,0.55,0.55,0.63,0.56,0.0,0.82,0.62,0.71,0.71,0.79,0.64,1.09
libopenmetaverse.csv,0.92,0.8,0.87,0.79,0.06,0.91,0.77,0.97,0.78,0.69,0.84,0.53,0.76,0.91,0.82,0.83,0.67,0.84,0.83
mevenide.csv,0.76,0.73,0.9,0.8,0.6,0.72,0.75,0.82,0.68,0.92,0.75,0.76,0.69,0.1,0.76,0.66,0.89,0.76,1.01
mobicents.csv,0.56,0.74,0.6,0.66,0.62,0.04,0.42,0.71,0.59,0.69,0.67,0.74,0.82,0.7,0.77,0.81,0.68,0.6,0.35
opendvr.csv,0.81,0.56,0.79,0.81,0.75,0.72,0.62,0.8,0.73,0.54,0.72,0.63,0.23,0.56,0.64,0.78,0.83,0.55,0.93
power-architect.csv,0.56,0.66,0.89,0.61,0.87,0.65,0.9,0.81,0.63,0.0,0.67,0.47,0.76,0.56,0.78,0.6,0.88,0.7,1.03
sidekar.csv,0.6,0.85,0.46,0.03,0.7,0.68,0.61,0.73,0.61,0.71,0.72,0.62,0.72,0.68,0.71,0.33,0.87,0.65,0.77
ta3d.csv,0.93,0.85,0.79,0.95,0.81,0.91,0.81,0.68,0.83,0.74,0.91,0.63,0.68,0.91,0.71,0.74,0.71,0.03,0.73
thedata.csv,0.73,0.86,0.88,0.86,0.86,0.75,1.01,0.8,0.68,1.02,0.75,0.85,0.86,0.88,0.65,0.95,0.84,0.81,0.0
