,recall,precision,pf,cdom,bellwether
1,0.56,0.59,0.44,6.0,scenemonitor.csv
9,0.85,0.305,0.30000000000000004,1.0,atunes.csv
12,0.395,0.32,0.28500000000000003,9.0,jfreereport.csv
26,0.54,0.495,0.4,3.0,fbmanager.csv
31,0.7,0.51,0.35,18.0,delphilhlplib.csv
51,0.73,0.37,0.32,17.0,silvertree.csv
23,0.845,0.62,0.53,1.0,magicwars.csv
24,0.68,0.42,0.39,2.0,turbotrader-bos.csv
25,0.74,0.63,0.52,0.0,xmemcached.csv
