,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,pcsx2.csv,lufa-lib.csv,wxjs.csv
empserver.csv,0.74,0.23,0.12,0.71,0.75,0.7,0.57,0.1
enlightenment.csv,0.66,0.23,0.13,0.73,0.52,0.66,0.45,0.08
ildjit.csv,0.69,0.5,0.18,0.58,0.49,0.72,0.35,0.0
jfreereport.csv,0.85,0.08,0.26,0.75,0.5,0.82,0.43,0.0
lufa-lib.csv,0.6,0.24,0.16,0.63,0.55,0.68,0.62,0.09
pcsx2.csv,0.86,0.08,0.2,0.66,0.57,0.81,0.43,0.0
psycle.csv,0.78,0.15,0.16,0.63,0.57,0.74,0.43,0.1
wxjs.csv,0.8,0.0,0.08,0.0,1.0,0.75,1.0,0.3
