,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv
ardour.csv,0.0,5.0,13.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,14.0,3.0,2.0,0.0,1.0,0.0,0.0
cornerstone.csv,3.0,15.0,26.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,1.0,4.0
emeraldemu.csv,48.0,223.0,17.0,68.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,1.0
grafx2.csv,2.0,34.0,40.0,19.0,0.0,0.0,2.0,7.0,4.0,0.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,5.0
jahshakafx.csv,0.0,11.0,21.0,21.0,0.0,3.0,5.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,3.0,0.0,0.0,2.0
kindb.csv,6.0,0.0,85.0,0.0,0.0,3.0,1.0,1.0,7.0,0.0,1.0,2.0,4.0,3.0,2.0,0.0,0.0,5.0
maya-work-in-progress.csv,56.0,1.0,98.0,3.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,4.0,2.0,2.0,6.0,2.0,0.0,0.0
netatalk.csv,1.0,10.0,25.0,11.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0
novembre.csv,2.0,9.0,8.0,0.0,0.0,1.0,0.0,30.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0
ns-3.csv,33.0,2.0,19.0,61.0,1.0,0.0,4.0,1.0,3.0,4.0,1.0,14.0,2.0,2.0,0.0,3.0,1.0,2.0
nullc.csv,48.0,3.0,57.0,80.0,0.0,0.0,5.0,3.0,9.0,0.0,3.0,11.0,3.0,2.0,1.0,2.0,2.0,7.0
open-beos.csv,72.0,3.0,21.0,40.0,0.0,0.0,2.0,7.0,0.0,12.0,0.0,14.0,2.0,1.0,1.0,7.0,5.0,6.0
planeshift.csv,48.0,13.0,16.0,9.0,0.0,1.0,3.0,3.0,13.0,6.0,1.0,4.0,0.0,0.0,3.0,1.0,1.0,7.0
plee-the-bear.csv,97.0,2.0,0.0,0.0,0.0,0.0,6.0,7.0,6.0,0.0,0.0,14.0,2.0,2.0,1.0,2.0,1.0,1.0
reaper-ecad.csv,101.0,3.0,55.0,0.0,3.0,0.0,4.0,7.0,6.0,0.0,0.0,4.0,3.0,2.0,1.0,2.0,0.0,0.0
sbml.csv,1.0,0.0,123.0,60.0,0.0,0.0,1.0,13.0,7.0,5.0,0.0,10.0,0.0,0.0,0.0,1.0,2.0,2.0
unimrcp.csv,3.0,1.0,4.0,4.0,0.0,2.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
unladen-swallow.csv,101.0,0.0,15.0,189.0,1.0,0.0,4.0,1.0,2.0,0.0,0.0,11.0,1.0,1.0,0.0,1.0,0.0,1.0
