,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv
ardour.csv,0.71,0.66,0.68,0.46,0.3,0.39,0.6,0.56,0.4,0.11,0.47,0.17,0.53,0.0,0.5,0.37,0.98,0.34
cornerstone.csv,0.46,0.65,0.71,0.47,0.05,0.38,0.59,0.66,0.42,0.26,0.93,0.64,0.47,0.49,0.29,0.25,0.6,0.57
emeraldemu.csv,0.53,0.58,0.56,0.41,0.17,0.26,0.37,0.95,0.33,0.55,0.57,0.3,0.51,0.35,0.46,0.56,0.5,0.17
grafx2.csv,0.61,0.54,0.61,0.67,0.36,0.34,0.49,0.56,0.39,0.46,0.53,0.61,0.49,0.98,0.43,0.63,0.56,0.54
jahshakafx.csv,0.99,0.4,0.38,0.25,0.21,0.17,0.37,0.41,0.29,0.19,0.31,0.0,0.28,0.11,0.32,0.52,0.37,0.17
kindb.csv,0.77,0.78,0.65,0.73,0.43,0.48,0.73,0.7,0.57,0.57,0.67,0.69,0.49,0.48,0.7,0.95,0.66,0.52
maya-work-in-progress.csv,0.68,0.6,0.62,0.65,0.57,0.65,0.7,0.64,0.6,0.97,0.53,0.22,0.52,0.53,0.51,0.47,0.64,0.53
netatalk.csv,0.44,0.61,0.52,0.43,0.14,0.18,0.75,0.51,0.42,0.46,0.47,0.34,0.38,0.42,0.44,0.58,0.43,1.0
novembre.csv,0.5,0.63,0.59,0.43,0.28,0.17,0.94,0.49,0.25,0.26,0.35,0.09,0.36,0.45,0.38,0.58,0.52,0.4
ns-3.csv,0.61,0.62,0.64,0.47,0.47,0.98,0.51,0.63,0.56,0.48,0.49,0.0,0.62,0.13,0.53,0.68,0.63,0.66
nullc.csv,0.53,0.56,0.37,0.39,1.0,0.62,0.3,0.55,0.34,0.58,0.5,0.47,0.17,0.51,0.62,0.24,0.46,0.29
open-beos.csv,0.59,0.43,0.73,0.59,0.62,0.6,0.62,0.64,0.98,0.65,0.61,0.37,0.64,0.56,0.55,0.23,0.67,0.5
planeshift.csv,0.71,0.68,0.65,0.51,0.54,0.46,0.65,0.54,0.66,0.32,0.52,0.6,0.99,0.73,0.42,0.63,0.61,0.5
plee-the-bear.csv,0.39,0.31,0.9,0.15,0.27,0.37,0.45,0.39,0.47,0.17,0.52,0.17,0.51,0.43,0.41,0.42,0.34,0.31
reaper-ecad.csv,0.36,0.46,0.7,0.93,0.23,0.46,0.16,0.55,0.28,0.38,0.5,0.41,0.5,0.4,0.45,0.26,0.44,0.25
sbml.csv,0.58,0.71,0.69,0.59,0.41,0.61,0.55,0.63,0.62,0.51,0.37,0.72,0.66,0.62,0.97,0.77,0.6,0.61
unimrcp.csv,0.55,0.32,0.41,0.29,0.32,0.15,0.69,0.49,0.23,0.23,0.37,0.97,0.23,0.4,0.33,0.25,0.46,0.25
unladen-swallow.csv,0.25,0.68,0.14,0.0,0.28,0.43,0.37,0.17,0.09,0.07,0.52,0.42,0.49,0.33,0.46,0.28,0.3,0.45
