,rsyslog.csv,acegisecurity.csv,openxava.csv,vars-redux.csv,wow-qrsk.csv,ppcboot.csv,gnupdate.csv,repositorium.csv,ultimairis.csv,xqilla.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,biopax.csv
acegisecurity.csv,0.83,0.01,0.71,0.36,0.48,0.92,0.92,0.12,0.24,0.42,0.57,0.89,0.34,0.1
biopax.csv,0.96,0.73,0.97,0.88,0.9,0.73,1.0,0.74,0.84,0.95,0.69,0.86,0.98,0.0
gnupdate.csv,0.12,0.3,0.15,0.37,0.16,0.06,0.0,0.03,0.03,0.05,0.14,0.28,0.11,0.0
les-indemodables.csv,0.08,0.16,0.45,0.18,0.22,0.3,0.4,0.34,0.17,0.42,0.27,0.0,0.37,0.0
openxava.csv,0.0,0.74,0.0,0.04,0.06,0.03,0.02,0.14,0.07,0.05,0.12,0.0,0.1,0.0
ppcboot.csv,0.17,0.38,0.68,0.4,0.34,0.04,0.3,0.23,0.17,0.67,0.41,0.37,0.84,0.2
repositorium.csv,0.17,0.54,0.33,0.21,0.39,0.38,0.21,0.0,0.0,0.26,0.18,0.09,0.13,0.5
rsyslog.csv,0.0,0.51,0.17,0.48,0.6,0.38,0.29,0.45,0.75,0.45,0.37,0.26,0.92,0.35
simplewebservices.csv,0.04,0.34,0.42,0.45,0.38,0.29,0.33,0.16,0.12,0.15,0.27,0.51,0.0,0.1
ultimairis.csv,0.88,0.45,0.61,0.57,0.6,0.72,0.56,0.12,0.01,0.45,0.51,0.22,0.38,0.25
vars-redux.csv,0.58,0.14,0.42,0.01,0.26,0.3,0.36,0.09,0.07,0.34,0.08,0.38,0.08,0.05
wow-qrsk.csv,0.83,0.6,0.53,0.42,0.0,0.87,0.52,0.0,0.18,0.28,0.18,0.23,0.47,0.05
wxstudio.csv,0.25,0.29,0.36,0.4,0.36,0.29,0.15,0.38,0.29,0.41,0.02,0.17,0.22,0.15
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
