,rsyslog.csv,acegisecurity.csv,openxava.csv,vars-redux.csv,wow-qrsk.csv,ppcboot.csv,gnupdate.csv,repositorium.csv,ultimairis.csv,xqilla.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,biopax.csv
acegisecurity.csv,0.5,0.74,0.61,0.41,0.54,0.57,0.47,0.92,0.86,0.54,0.7,0.51,0.67,0.68
biopax.csv,0.52,0.37,0.47,0.36,0.42,0.53,0.46,0.42,0.4,0.4,0.44,0.46,0.35,0.48
gnupdate.csv,0.73,0.6,0.65,0.51,0.69,0.97,0.95,0.75,0.88,0.83,0.86,0.62,0.97,0.93
les-indemodables.csv,0.42,0.96,0.49,0.66,0.62,0.47,0.74,0.5,0.74,0.37,0.53,0.62,0.5,0.93
openxava.csv,0.8,0.43,0.94,0.88,0.99,0.92,0.75,0.8,0.91,0.83,0.64,0.5,0.95,0.67
ppcboot.csv,0.61,0.54,0.62,0.59,0.59,0.75,0.66,0.95,0.74,0.49,0.82,0.68,0.42,0.58
repositorium.csv,0.88,0.46,0.57,0.62,0.81,0.8,0.83,0.91,0.5,0.8,0.86,0.92,0.98,0.5
rsyslog.csv,0.58,0.46,0.77,0.45,0.43,0.56,0.71,0.48,0.39,0.5,0.46,0.68,0.36,0.57
simplewebservices.csv,0.55,0.65,0.39,0.44,0.65,0.53,0.5,0.93,0.94,0.95,0.95,0.74,0.58,0.92
ultimairis.csv,0.6,0.58,0.68,0.47,0.52,0.68,0.69,0.92,0.76,0.72,0.7,0.53,0.61,0.58
vars-redux.csv,0.8,0.92,0.38,0.51,0.61,0.69,0.74,0.89,0.94,0.48,0.8,0.52,0.97,0.86
wow-qrsk.csv,0.62,0.51,0.82,0.67,0.84,0.65,0.81,0.0,0.79,0.62,0.65,0.96,0.63,0.91
wxstudio.csv,0.85,0.74,0.43,0.47,0.61,0.85,0.93,0.49,0.63,0.42,0.61,0.6,0.65,0.94
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0
