,campsoft.csv,sevenupdate.csv,extprosys.csv,opennms.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,freewrl.csv,roller.csv,aten.csv,xfce.csv,papertoolkit.csv,glas.csv,ibatisdb.csv,soar.csv,primefaces.csv,xcf.csv,web-cat.csv
encog-cs.csv,0.81,0.83,0.77,0.86,0.91,0.78,0.01,0.83,0.35,0.88,0.8,1.0,0.94,0.83,0.98,0.75,0.88,1.0,0.9,0.81
extprosys.csv,0.74,1.0,0.01,0.95,0.82,1.0,0.95,0.92,0.91,1.0,0.84,1.0,0.87,0.92,0.87,0.9,1.0,0.89,0.97,0.84
freewrl.csv,0.39,0.33,0.22,0.25,0.64,0.33,0.07,0.22,0.2,0.0,0.29,0.0,0.21,0.2,0.09,0.37,0.48,0.48,0.13,0.1
glas.csv,0.62,0.67,0.25,0.45,0.64,0.56,0.44,0.54,0.51,0.5,0.59,0.0,0.36,0.43,0.0,0.48,0.6,0.48,0.27,0.9
ibatisdb.csv,0.12,0.17,0.19,0.32,0.27,0.33,0.04,0.45,0.07,0.17,0.24,1.0,0.51,0.18,0.35,0.0,0.12,0.11,0.2,0.19
japano.csv,0.69,1.0,0.54,0.75,0.27,0.11,0.37,0.72,0.97,1.0,0.75,1.0,0.97,0.7,0.91,0.9,1.0,0.78,0.57,0.9
lockss.csv,0.06,0.17,0.01,0.05,0.0,0.11,0.08,0.0,0.07,0.12,0.0,0.0,0.01,0.1,0.04,0.04,0.08,0.0,0.03,0.03
officefloor.csv,0.28,0.0,0.23,0.25,0.82,0.44,0.06,0.51,0.0,0.96,0.78,0.0,0.4,0.47,0.38,0.66,1.0,0.48,0.83,0.35
opennms.csv,0.23,0.33,0.01,0.0,0.27,0.11,0.17,0.25,0.04,0.58,0.1,0.0,0.35,0.23,0.18,0.09,0.88,0.11,0.1,0.0
papertoolkit.csv,0.01,0.17,0.01,0.04,0.0,0.0,0.0,0.01,0.03,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
primefaces.csv,0.37,0.83,0.85,0.44,0.64,0.67,0.25,0.21,0.57,0.0,0.67,1.0,0.25,0.35,0.95,0.34,0.0,0.0,0.53,0.48
rohxel.csv,0.85,0.83,0.41,0.57,0.0,0.67,0.42,0.63,0.39,0.46,0.84,0.0,0.53,0.65,0.76,0.72,0.6,0.89,0.6,0.74
roller.csv,0.49,0.67,0.22,0.42,0.36,0.33,0.12,0.32,0.57,0.0,0.0,0.0,0.84,0.27,0.2,0.34,0.08,0.11,0.13,0.23
sevenupdate.csv,0.96,0.0,1.0,0.71,0.91,1.0,0.96,0.8,0.98,0.83,0.9,1.0,1.0,0.8,1.0,0.99,0.4,0.96,0.73,0.87
soar.csv,0.31,0.0,0.49,0.18,0.27,0.44,0.49,0.29,0.1,0.29,0.43,1.0,0.55,0.62,0.44,0.51,0.0,0.44,0.63,0.39
web-cat.csv,0.21,0.33,0.19,0.29,0.64,0.33,0.32,0.24,0.14,1.0,0.65,0.0,0.38,0.37,0.45,0.3,1.0,0.52,0.5,0.0
xcf.csv,0.77,0.83,0.46,0.56,0.64,0.56,0.32,0.54,0.46,0.04,0.71,0.0,0.96,0.45,0.65,0.58,0.12,0.7,0.0,0.74
xfce.csv,0.78,0.5,0.4,0.7,0.55,0.33,0.46,0.5,0.56,0.5,0.55,1.0,0.0,0.65,0.33,0.49,0.64,0.7,0.53,0.74
