,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv,cme.csv
algebsql.csv,0.72,0.75,0.43,0.3,0.83,0.77,0.09,0.99,0.66,0.02,0.82,0.05,0.22,0.79,0.44
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.19,0.04,0.0,0.02
hydrate.csv,0.03,0.08,0.35,0.1,0.45,0.73,0.26,0.84,0.05,0.16,0.22,0.29,0.0,0.42,0.31
ivef-sdk.csv,0.72,0.25,0.57,0.7,0.64,0.0,0.77,0.0,0.79,0.79,0.55,0.62,0.85,0.0,0.62
jmri.csv,0.15,0.08,0.31,0.55,0.43,0.03,0.6,0.11,0.19,0.28,0.28,0.14,0.05,0.26,0.9
jython.csv,0.56,0.67,0.08,0.5,0.34,0.77,0.97,0.16,0.25,0.05,0.48,0.29,0.58,0.84,0.52
kdenlive.csv,0.33,0.42,0.47,0.85,0.45,0.93,0.43,0.99,0.35,0.51,0.82,0.43,0.2,0.74,0.71
ninject.csv,0.64,0.83,0.54,0.6,0.43,0.93,0.4,0.08,0.52,0.12,0.3,0.33,0.22,0.84,0.37
ondex.csv,0.08,0.0,0.27,0.25,0.21,0.0,0.37,0.22,0.04,0.09,0.29,0.05,0.13,0.32,0.6
opentibia.csv,0.28,0.25,0.24,0.3,0.51,0.03,0.8,0.21,0.02,0.05,0.22,0.95,0.15,0.68,0.21
projectfactory.csv,0.03,0.0,0.31,0.1,0.19,0.07,0.31,0.99,0.34,0.4,0.23,0.24,0.09,0.37,0.42
taverna.csv,0.05,0.25,0.16,0.4,0.26,0.77,0.54,0.86,0.19,0.49,0.45,0.9,0.07,0.11,0.27
tigermud.csv,0.59,0.67,0.76,0.3,0.28,0.07,0.14,0.94,0.14,0.21,0.37,0.57,0.27,0.79,0.23
unbvision.csv,0.33,0.17,0.32,0.75,0.4,1.0,0.63,0.97,0.25,0.23,0.79,0.19,0.31,0.47,0.92
x-ray-mule.csv,0.38,0.08,0.3,0.35,0.66,0.0,0.51,0.0,0.88,0.77,0.52,0.29,0.69,0.05,0.35
