,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,0.0,0.0,0.55,0.0,0.63,0.0,0.0,0.53,0.0,0.27,0.0,0.0,0.72,0.0,0.0
bl-toolkit.csv,0.54,0.0,0.14,0.0,0.02,0.79,0.13,0.17,0.0,0.28,0.56,0.69,0.01,0.53,0.0
bochs.csv,0.22,0.65,0.7,0.0,0.63,0.07,0.0,0.61,0.0,0.43,0.43,0.3,0.68,0.45,0.06
emeraldemu.csv,0.7,0.59,0.66,0.53,0.69,0.6,0.81,0.73,0.48,0.7,0.73,0.36,0.67,0.3,0.75
fbmanager.csv,0.79,0.0,0.13,0.0,0.18,0.3,0.63,0.2,0.0,0.34,0.64,0.26,0.15,0.56,0.74
modellus.csv,0.52,0.0,0.0,0.0,0.0,0.64,0.72,0.0,0.0,0.06,0.0,0.77,0.0,0.51,0.0
openmalaria.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.63
pi-qmc.csv,0.47,0.0,0.01,0.0,0.0,0.12,0.26,0.05,0.0,0.06,0.5,0.42,0.0,0.81,0.8
plplot.csv,0.0,0.0,0.34,0.0,0.04,0.21,0.0,0.29,0.0,0.67,0.0,0.67,0.06,0.13,0.0
powerfolder.csv,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.83,0.09
psycle.csv,0.0,0.7,0.0,0.07,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
qgis.csv,0.07,0.45,0.71,0.0,0.71,0.21,0.0,0.61,0.0,0.46,0.23,0.24,0.68,0.44,0.0
sbml.csv,0.0,0.09,0.65,0.0,0.53,0.21,0.0,0.87,0.0,0.74,0.0,0.66,0.66,0.0,0.0
unimrcp.csv,0.22,0.0,0.0,0.0,0.0,0.05,0.64,0.0,0.0,0.0,0.6,0.58,0.0,0.0,0.66
wow-qrsk.csv,0.48,0.7,0.37,0.51,0.3,0.21,0.56,0.54,0.4,0.41,0.0,0.0,0.35,0.09,0.0
