,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,1.0,0.0,0.83,0.0,0.74,1.0,1.0,0.97,0.0,0.95,1.0,1.0,0.76,1.0,1.0
bl-toolkit.csv,0.56,0.0,0.12,0.0,0.02,0.84,1.0,0.14,0.0,0.24,0.83,0.69,0.01,0.8,1.0
bochs.csv,0.18,0.71,0.7,1.0,0.6,0.06,0.0,0.57,1.0,0.38,0.38,0.26,0.73,0.4,0.05
emeraldemu.csv,0.79,0.56,0.76,0.48,0.81,0.76,0.93,0.75,0.43,0.76,0.88,0.98,0.83,1.0,0.77
fbmanager.csv,0.79,0.0,0.11,0.0,0.15,0.26,0.63,0.17,0.0,0.29,0.81,0.22,0.12,0.6,0.73
modellus.csv,0.91,0.0,0.0,0.0,0.0,0.62,0.81,0.0,0.0,0.05,1.0,0.78,0.0,1.0,1.0
openmalaria.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.59
pi-qmc.csv,0.44,0.0,0.01,0.0,0.0,0.1,0.22,0.04,0.0,0.05,0.45,0.38,0.0,0.8,0.77
plplot.csv,1.0,0.0,0.3,0.0,0.03,1.0,1.0,0.25,0.0,0.62,1.0,0.86,0.05,1.0,1.0
powerfolder.csv,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8,1.0
psycle.csv,1.0,0.8,1.0,0.06,1.0,1.0,1.0,1.0,0.01,1.0,1.0,1.0,1.0,1.0,1.0
qgis.csv,0.06,0.9,0.7,1.0,0.75,0.18,0.0,0.59,1.0,0.43,0.19,0.21,0.78,0.4,0.0
sbml.csv,1.0,0.07,0.7,0.0,0.5,0.98,1.0,0.93,0.0,0.76,1.0,0.83,0.65,1.0,1.0
unimrcp.csv,0.18,0.0,0.0,0.0,0.0,0.04,0.59,0.0,0.0,0.0,0.57,0.55,0.0,0.0,0.64
wow-qrsk.csv,0.97,0.74,0.94,0.46,1.0,1.0,1.0,0.99,0.35,0.81,1.0,1.0,0.97,1.0,1.0
