,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,0.52,0.0,0.51,0.0,0.47,0.69,0.27,0.74,0.0,0.27,0.45,0.5,0.71,0.04,0.28
bl-toolkit.csv,0.54,0.0,0.29,0.0,0.67,0.84,0.27,0.69,0.0,0.38,0.47,0.7,0.5,0.04,0.28
bochs.csv,1.0,0.72,0.7,0.31,0.71,0.6,0.0,0.9,0.19,0.62,0.73,0.59,0.65,0.08,0.5
emeraldemu.csv,0.63,0.79,0.57,0.68,0.51,0.72,0.42,0.84,0.68,0.37,0.56,0.52,0.62,0.04,0.5
fbmanager.csv,0.79,0.0,0.9,0.0,0.48,0.68,0.39,1.0,0.0,0.5,0.51,0.56,0.79,0.04,0.55
modellus.csv,0.55,0.0,0.0,0.0,0.0,0.84,0.38,0.0,0.0,1.0,0.45,0.74,0.0,0.05,0.28
openmalaria.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.57
pi-qmc.csv,0.56,0.0,0.5,0.0,0.0,0.71,0.4,0.75,0.0,0.33,0.76,0.63,0.0,0.21,0.81
plplot.csv,0.52,0.0,0.58,0.0,0.6,0.7,0.27,0.73,0.0,0.87,0.45,0.57,0.8,0.04,0.28
powerfolder.csv,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.8,0.29
psycle.csv,0.52,0.74,0.49,0.75,0.42,0.69,0.27,0.7,1.0,0.27,0.45,0.5,0.55,0.04,0.28
qgis.csv,1.0,0.67,0.73,0.31,0.56,0.53,0.0,0.83,0.19,0.29,0.53,0.35,0.63,0.05,0.0
sbml.csv,0.52,1.0,0.57,0.0,0.57,0.7,0.27,0.88,0.0,0.47,0.45,0.57,0.73,0.04,0.28
unimrcp.csv,0.86,0.0,0.0,0.0,0.0,1.0,0.76,0.0,0.0,0.0,0.67,0.7,0.0,0.0,0.52
wow-qrsk.csv,0.56,0.78,0.5,0.68,0.44,0.7,0.31,0.74,0.72,0.26,0.45,0.5,0.57,0.04,0.28
