,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,1.0,268.0,0.0,452.0,1.0,0.0,14.0,1.0,938.0,9.0,3.0,2.0,0.0,93.0,7.0
bl-toolkit.csv,8.0,268.0,1.0,452.0,1.0,1.0,14.0,0.0,938.0,4.0,3.0,0.0,0.0,68.0,7.0
bochs.csv,0.0,3.0,0.0,7.0,0.0,0.0,100.0,0.0,69.0,1.0,1.0,0.0,5.0,17.0,1.0
emeraldemu.csv,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0,83.0,1.0
fbmanager.csv,2.0,268.0,0.0,452.0,0.0,0.0,4.0,0.0,938.0,4.0,2.0,4.0,1.0,64.0,6.0
modellus.csv,1.0,268.0,171.0,452.0,208.0,1.0,2.0,107.0,938.0,0.0,3.0,2.0,158.0,74.0,7.0
openmalaria.csv,64.0,268.0,171.0,452.0,208.0,71.0,100.0,107.0,938.0,77.0,1.0,171.0,158.0,125.0,0.0
pi-qmc.csv,0.0,268.0,0.0,452.0,208.0,0.0,2.0,1.0,938.0,0.0,1.0,6.0,158.0,2.0,0.0
plplot.csv,1.0,268.0,2.0,452.0,1.0,0.0,14.0,3.0,938.0,0.0,3.0,6.0,0.0,89.0,7.0
powerfolder.csv,0.0,268.0,171.0,452.0,208.0,71.0,100.0,107.0,938.0,77.0,2.0,171.0,158.0,0.0,7.0
psycle.csv,1.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,9.0,3.0,2.0,1.0,93.0,7.0
qgis.csv,0.0,0.0,0.0,7.0,0.0,0.0,100.0,3.0,69.0,6.0,3.0,2.0,1.0,29.0,77.0
sbml.csv,1.0,0.0,2.0,452.0,0.0,0.0,14.0,0.0,938.0,1.0,3.0,0.0,1.0,93.0,7.0
unimrcp.csv,1.0,268.0,171.0,452.0,208.0,0.0,0.0,107.0,938.0,77.0,1.0,1.0,158.0,125.0,1.0
wow-qrsk.csv,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,17.0,3.0,2.0,2.0,91.0,7.0
