,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,0.69,0.0,0.63,0.0,0.58,0.82,0.42,0.84,0.0,0.43,0.62,0.67,0.73,0.08,0.44
bl-toolkit.csv,0.55,0.0,0.17,0.0,0.04,0.84,0.43,0.24,0.0,0.29,0.6,0.69,0.02,0.08,0.44
bochs.csv,0.3,0.72,0.7,0.47,0.65,0.11,0.0,0.69,0.32,0.47,0.5,0.36,0.69,0.13,0.08
emeraldemu.csv,0.7,0.66,0.65,0.56,0.63,0.74,0.57,0.79,0.53,0.5,0.69,0.68,0.71,0.08,0.61
fbmanager.csv,0.79,0.0,0.19,0.0,0.23,0.38,0.48,0.29,0.0,0.36,0.62,0.32,0.22,0.08,0.63
modellus.csv,0.69,0.0,0.0,0.0,0.0,0.71,0.52,0.0,0.0,0.09,0.62,0.76,0.0,0.09,0.44
openmalaria.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.58
pi-qmc.csv,0.49,0.0,0.02,0.0,0.0,0.18,0.29,0.08,0.0,0.08,0.57,0.48,0.0,0.33,0.79
plplot.csv,0.69,0.0,0.39,0.0,0.06,0.83,0.42,0.37,0.0,0.72,0.62,0.69,0.09,0.08,0.44
powerfolder.csv,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.8,0.44
psycle.csv,0.69,0.77,0.66,0.12,0.59,0.82,0.42,0.83,0.02,0.42,0.62,0.67,0.71,0.08,0.44
qgis.csv,0.11,0.77,0.72,0.47,0.64,0.27,0.0,0.69,0.32,0.35,0.28,0.26,0.7,0.1,0.0
sbml.csv,0.69,0.13,0.63,0.0,0.53,0.82,0.42,0.9,0.0,0.58,0.62,0.67,0.69,0.08,0.44
unimrcp.csv,0.29,0.0,0.0,0.0,0.0,0.08,0.67,0.0,0.0,0.0,0.62,0.61,0.0,0.0,0.57
wow-qrsk.csv,0.71,0.76,0.66,0.55,0.61,0.83,0.48,0.85,0.47,0.39,0.62,0.67,0.72,0.08,0.44
