,pclasses.csv,olap-navigator.csv,re2c.csv,tzod.csv,wxcrp.csv,atlc.csv,konversation.csv,co-ode-owl-plugins.csv,etherboot.csv,boost-sandbox.csv,plato.csv,freebios.csv,clamav.csv,miranda-icq.csv,jasperreports.csv,frogatto.csv,rebecca-aiml.csv,glelite.csv
atlc.csv,0.74,0.52,0.83,0.68,0.49,0.47,0.45,0.49,0.45,0.43,0.67,0.45,0.44,0.52,0.48,0.83,0.48,0.55
boost-sandbox.csv,0.46,0.38,0.73,0.37,0.57,0.61,0.44,0.45,0.74,0.58,0.42,0.63,0.51,0.57,0.69,0.39,0.59,0.83
clamav.csv,0.44,0.65,0.64,0.39,0.39,0.48,0.46,0.82,0.45,0.91,0.49,0.49,0.42,0.34,0.45,0.43,0.62,0.53
co-ode-owl-plugins.csv,0.64,0.84,0.59,0.52,0.65,0.65,0.58,0.95,0.61,0.58,0.86,0.53,0.89,0.57,0.51,0.45,0.44,0.57
etherboot.csv,0.43,0.5,0.0,0.89,0.8,0.44,0.46,0.67,0.59,0.75,0.58,0.88,0.39,0.0,0.0,0.57,0.0,0.51
freebios.csv,0.52,0.79,0.44,0.55,0.58,0.7,0.78,0.71,0.75,0.49,0.45,0.64,0.57,0.83,0.74,0.61,0.87,0.73
frogatto.csv,0.44,0.4,0.41,0.36,0.35,0.43,0.41,0.37,0.41,0.35,0.35,0.4,0.42,0.33,0.45,0.38,0.55,0.48
glelite.csv,0.43,0.59,0.42,0.37,0.39,0.4,0.43,0.51,0.42,0.46,0.44,0.43,0.41,0.4,0.46,0.43,0.44,0.51
jasperreports.csv,0.48,0.48,0.5,0.37,0.45,0.57,0.43,0.39,0.47,0.46,0.4,0.48,0.43,0.5,0.68,0.73,0.97,0.65
konversation.csv,0.61,0.52,0.75,0.6,0.76,0.91,0.5,0.84,0.64,0.45,0.69,0.65,0.75,0.84,0.56,0.88,0.95,0.86
miranda-icq.csv,0.53,0.35,0.77,0.47,0.52,0.41,0.55,0.47,0.48,0.41,0.39,0.49,0.56,0.55,0.47,0.77,0.65,0.72
olap-navigator.csv,0.69,0.57,0.47,0.38,0.48,0.71,0.41,0.38,0.54,0.44,0.47,0.46,0.64,0.73,0.53,0.59,0.59,0.65
pclasses.csv,0.63,0.49,0.86,0.41,0.44,0.0,0.53,0.61,0.86,0.82,0.58,0.83,0.71,0.0,0.58,0.55,0.56,0.94
plato.csv,0.44,0.54,0.42,0.37,0.43,0.41,0.43,0.47,0.41,0.39,0.5,0.44,0.43,0.4,0.46,0.43,0.41,0.5
re2c.csv,0.79,0.6,0.86,0.49,0.74,0.67,0.92,0.96,0.95,0.84,0.87,0.73,0.92,0.62,0.83,0.43,0.58,0.67
rebecca-aiml.csv,0.89,0.37,0.43,0.42,0.36,0.71,0.41,0.41,0.46,0.43,0.39,0.62,0.52,0.35,0.4,0.41,0.6,0.41
tzod.csv,0.64,0.6,0.46,0.46,0.43,0.46,0.54,0.42,0.47,0.58,0.41,0.59,0.39,0.43,0.49,0.56,0.49,0.58
wxcrp.csv,0.46,0.68,0.42,0.41,0.58,0.5,0.48,0.55,0.41,0.41,0.61,0.4,0.54,0.55,0.49,0.59,0.48,0.51
