,pclasses.csv,olap-navigator.csv,re2c.csv,tzod.csv,wxcrp.csv,atlc.csv,konversation.csv,co-ode-owl-plugins.csv,etherboot.csv,boost-sandbox.csv,plato.csv,freebios.csv,clamav.csv,miranda-icq.csv,jasperreports.csv,frogatto.csv,rebecca-aiml.csv,glelite.csv
atlc.csv,0.54,0.71,0.52,0.44,0.52,0.81,0.57,0.36,0.57,0.34,0.46,0.39,0.69,0.61,0.21,0.29,0.18,0.0
boost-sandbox.csv,0.69,0.49,0.37,0.55,0.55,0.58,0.78,0.38,0.31,0.64,0.33,0.42,0.51,0.34,0.65,0.59,0.49,0.24
clamav.csv,0.62,0.32,0.54,0.61,0.66,0.83,0.69,0.13,0.52,0.09,0.53,0.33,0.75,0.62,0.81,0.5,0.44,0.62
co-ode-owl-plugins.csv,0.4,0.35,0.63,0.5,0.45,0.51,0.6,0.75,0.35,0.42,0.14,0.41,0.35,0.54,0.41,0.49,0.42,0.5
etherboot.csv,0.26,0.7,0.0,0.13,0.12,0.27,0.5,0.07,0.57,0.02,0.66,0.24,0.0,0.0,0.0,0.6,0.0,0.0
freebios.csv,0.5,0.48,0.57,0.35,0.43,0.33,0.28,0.66,0.43,0.52,0.37,0.78,0.4,0.46,0.42,0.55,0.42,0.47
frogatto.csv,0.5,0.58,0.17,0.73,0.73,0.64,0.56,0.29,0.56,0.48,0.37,0.43,0.65,0.48,0.0,0.7,0.54,0.82
glelite.csv,0.45,0.38,0.0,0.67,0.61,0.27,0.13,0.31,0.27,0.43,0.73,0.39,0.13,0.13,0.05,0.57,0.2,0.97
jasperreports.csv,0.58,0.17,0.41,0.33,0.57,0.62,0.17,0.08,0.59,0.64,0.0,0.51,0.29,0.55,0.94,0.35,0.13,0.0
konversation.csv,0.31,0.64,0.2,0.41,0.4,0.26,0.83,0.32,0.45,0.56,0.28,0.31,0.12,0.33,0.9,0.23,0.23,0.2
miranda-icq.csv,0.55,0.55,0.37,0.59,0.49,0.0,0.73,0.2,0.56,0.59,0.5,0.41,0.54,0.58,0.84,0.32,0.41,0.34
olap-navigator.csv,0.48,0.86,0.53,0.63,0.55,0.31,0.72,0.0,0.63,0.61,0.33,0.46,0.29,0.29,0.86,0.52,0.27,0.39
pclasses.csv,0.82,0.52,0.2,0.61,0.63,0.0,0.73,0.42,0.11,0.27,0.52,0.1,0.5,0.0,0.66,0.47,0.45,0.13
plato.csv,0.45,0.41,0.0,0.29,0.33,0.0,0.24,0.48,0.0,0.0,0.84,0.48,0.23,0.0,0.05,0.0,0.05,0.7
re2c.csv,0.21,0.42,1.0,0.47,0.35,0.31,0.1,0.7,0.27,0.34,0.32,0.55,0.29,0.34,0.05,0.32,0.69,0.41
rebecca-aiml.csv,0.11,0.55,0.75,0.58,0.68,0.26,0.69,0.4,0.58,0.46,0.65,0.43,0.53,0.5,0.64,0.74,0.83,0.58
tzod.csv,0.31,0.34,0.5,0.59,0.73,0.74,0.59,0.28,0.61,0.37,0.42,0.48,0.71,0.62,0.59,0.5,0.27,0.77
wxcrp.csv,0.66,0.56,0.0,0.6,0.52,0.02,0.67,0.67,0.0,0.13,0.64,0.37,0.57,0.6,0.27,0.47,0.21,0.7
