,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.02,0.77,0.11,0.22,0.11,0.2,0.17,0.5,0.0,0.0,0.0,0.01,0.33,0.09,0.12
chaperon.csv,0.53,0.55,0.28,0.56,0.26,0.2,0.47,0.0,1.0,0.43,1.0,0.55,0.33,0.21,0.62
co-ode-owl-plugins.csv,0.37,0.82,0.72,0.33,0.74,0.77,0.63,1.0,0.25,0.26,1.0,0.45,0.33,0.39,0.08
e-bio-flow.csv,0.14,0.77,0.06,0.44,0.31,0.7,0.35,0.5,0.0,0.17,1.0,0.4,0.67,0.27,0.17
free-evolution.csv,0.51,0.95,0.56,0.89,0.47,0.6,0.63,1.0,0.75,0.74,1.0,0.6,0.0,0.61,0.71
jaxlib.csv,0.12,0.27,0.72,0.11,0.8,0.3,0.33,1.0,0.5,0.61,1.0,0.43,0.33,0.52,0.12
jmonkeyengine.csv,0.82,0.32,0.33,0.56,0.61,0.6,0.79,0.5,0.75,0.52,0.0,0.86,1.0,0.76,0.25
jmule.csv,0.35,0.86,0.89,0.89,0.64,0.67,0.7,1.0,0.25,0.7,1.0,0.59,0.67,0.55,0.83
kaffeine.csv,0.84,0.68,0.44,0.89,0.73,0.7,0.82,1.0,0.75,0.78,1.0,0.95,1.0,0.73,0.75
nodal.csv,0.16,0.09,0.11,0.22,0.5,0.43,0.26,0.0,0.25,0.61,0.0,0.17,0.0,0.12,0.42
ogrehg.csv,0.2,0.64,0.56,0.5,0.42,0.73,0.65,0.5,0.25,0.09,0.0,0.63,0.67,0.36,0.21
onotoa.csv,0.06,0.32,0.67,0.11,0.64,0.47,0.53,0.0,0.0,0.22,0.0,0.17,0.0,0.27,0.0
papertoolkit.csv,0.37,0.36,0.39,0.17,0.31,0.33,0.37,1.0,0.25,0.13,1.0,0.25,1.0,0.18,0.38
