,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.02,0.76,0.13,0.26,0.13,0.24,0.2,0.55,0.0,0.0,0.0,0.01,0.38,0.11,0.15
chaperon.csv,0.58,0.56,0.29,0.55,0.3,0.23,0.49,0.0,0.98,0.47,0.84,0.6,0.37,0.24,0.58
co-ode-owl-plugins.csv,0.42,0.54,0.75,0.37,0.58,0.58,0.56,0.69,0.26,0.3,0.73,0.51,0.37,0.43,0.1
e-bio-flow.csv,0.17,0.66,0.07,0.49,0.35,0.71,0.4,0.54,0.0,0.2,0.91,0.45,0.7,0.31,0.2
free-evolution.csv,0.56,0.62,0.49,0.39,0.48,0.53,0.61,0.09,0.76,0.72,0.75,0.65,0.0,0.62,0.64
jaxlib.csv,0.15,0.31,0.72,0.13,0.61,0.34,0.38,0.99,0.43,0.49,0.91,0.49,0.35,0.54,0.15
jmonkeyengine.csv,0.58,0.33,0.36,0.59,0.54,0.54,0.6,0.54,0.63,0.5,0.0,0.0,0.87,0.42,0.28
jmule.csv,0.4,0.67,0.55,0.43,0.43,0.61,0.63,0.17,0.26,0.61,0.83,0.64,0.64,0.56,0.84
kaffeine.csv,0.85,0.64,0.43,0.71,0.0,0.62,0.57,0.24,0.67,0.55,0.86,0.96,0.71,0.57,0.67
nodal.csv,0.19,0.11,0.13,0.25,0.5,0.47,0.3,0.0,0.29,0.64,0.0,0.2,0.0,0.14,0.46
ogrehg.csv,0.24,0.59,0.57,0.52,0.46,0.56,0.67,0.5,0.29,0.11,0.0,0.0,0.68,0.41,0.24
onotoa.csv,0.07,0.35,0.71,0.13,0.65,0.47,0.52,0.0,0.0,0.26,0.0,0.2,0.0,0.31,0.0
papertoolkit.csv,0.42,0.4,0.42,0.2,0.35,0.36,0.41,0.65,0.29,0.16,0.78,0.29,0.96,0.21,0.42
