,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv,jmule.csv
fm-classic.csv,83.0,74.0,0.0,69.0,71.0,117.0,52.0
foursquared.csv,6.0,2.0,70.0,0.0,0.0,117.0,0.0
ifmo-game-1.csv,0.0,74.0,70.0,69.0,71.0,117.0,52.0
jmule.csv,7.0,1.0,1.0,1.0,1.0,34.0,0.0
micomt.csv,83.0,10.0,16.0,2.0,0.0,58.0,3.0
voms.csv,83.0,0.0,70.0,69.0,71.0,117.0,1.0
