,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv,jmule.csv
fm-classic.csv,0.0,0.0,0.67,0.0,0.0,0.0,0.0
foursquared.csv,0.91,0.67,0.88,0.61,0.5,0.61,0.8
ifmo-game-1.csv,0.86,0.0,0.0,0.0,0.93,0.0,0.0
jmule.csv,0.5,0.5,0.92,0.34,0.69,0.41,0.52
micomt.csv,0.86,0.97,0.95,0.59,0.92,0.66,0.9
voms.csv,0.75,0.88,0.5,0.0,0.0,0.8,0.5
