,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,tango-cs.csv,nativeclient.csv
bacula.csv,0.74,0.4,0.58,0.75,0.78,0.56,0.54,0.99,0.69,0.78,0.69,0.73,0.56,0.71,0.61,0.76,0.77,0.62,0.8,0.44
decidr.csv,0.66,0.6,0.67,0.7,0.65,0.52,0.74,0.72,0.47,0.33,0.99,0.79,0.73,0.57,0.64,0.48,0.71,0.77,0.6,0.63
elmo.csv,0.0,0.8,0.0,0.03,0.04,0.0,0.09,0.04,0.06,0.0,0.01,0.0,0.02,0.07,0.01,0.06,0.02,0.0,0.07,0.07
gpac.csv,0.43,0.4,0.47,0.38,0.43,0.48,0.41,0.32,0.39,0.69,0.6,0.96,0.46,0.57,0.58,0.45,0.62,0.31,0.2,0.33
img-browse-sort.csv,0.47,0.4,0.42,0.59,0.74,0.4,0.59,0.57,0.46,0.5,0.57,0.8,0.6,0.86,0.64,0.55,0.77,1.0,0.44,0.34
jajuk.csv,0.73,0.6,0.74,1.0,0.61,0.6,0.43,0.68,0.62,0.78,0.63,0.68,0.59,0.21,0.6,0.64,0.54,0.77,0.69,0.43
ktc.csv,0.98,0.4,0.46,0.56,0.43,0.44,0.28,0.44,0.52,0.36,0.4,0.34,0.42,0.64,0.45,0.48,0.65,0.54,0.67,0.34
nativeclient.csv,0.85,0.6,0.8,0.85,0.74,0.48,0.48,0.68,0.79,0.69,0.77,0.7,0.65,0.86,0.67,0.67,0.9,1.0,0.78,0.99
neoengine.csv,0.77,1.0,0.97,0.64,0.52,0.68,0.74,0.77,0.73,0.44,0.48,0.54,0.76,0.5,0.67,0.76,0.62,0.38,0.62,0.61
nicepress.csv,0.2,0.0,0.26,0.17,0.35,0.24,0.07,0.26,0.33,0.97,0.17,0.29,0.26,0.0,0.27,0.42,0.23,0.08,0.33,0.1
omseek.csv,0.14,0.0,0.04,0.23,0.17,0.12,0.11,0.08,0.05,0.19,0.55,0.18,0.13,0.5,0.19,0.91,0.31,0.31,0.62,0.01
rosegarden.csv,0.57,1.0,0.48,0.46,0.61,0.56,0.67,0.29,0.93,0.47,0.47,0.39,0.41,0.43,0.42,0.73,0.62,0.23,0.62,0.23
sigil.csv,0.62,0.2,0.41,0.58,0.48,0.48,0.48,0.49,0.37,0.47,0.48,0.12,0.12,0.93,0.57,0.39,0.98,0.62,0.29,0.1
smarttag.csv,0.77,0.0,0.66,0.42,0.7,0.64,0.41,0.53,0.66,0.72,0.48,0.2,0.6,1.0,0.54,0.58,0.5,0.69,0.4,0.19
sylpheed-claws.csv,0.51,0.0,0.6,0.6,0.39,0.72,0.61,0.74,0.62,0.72,0.66,0.75,0.96,0.5,0.67,0.64,0.4,0.46,0.6,0.39
tango-cs.csv,0.45,0.0,0.4,0.3,0.17,0.24,0.26,0.16,0.48,0.42,0.14,0.16,0.38,0.14,0.49,0.36,0.21,0.23,0.87,0.34
vapor.csv,0.41,0.0,0.25,0.3,0.17,0.96,0.04,0.24,0.17,0.17,0.28,0.27,0.18,0.36,0.43,0.27,0.4,0.08,0.53,0.03
xemeiah.csv,0.52,0.4,0.53,0.52,0.52,0.4,0.3,0.57,0.61,0.67,0.39,0.48,0.63,0.29,0.97,0.42,0.48,0.46,0.67,0.26
zorannt.csv,0.2,0.2,0.16,0.38,0.91,0.28,0.3,0.24,0.31,0.17,0.52,0.43,0.21,0.79,0.27,0.24,0.17,0.46,0.87,0.73
zscreen.csv,0.81,0.6,0.72,0.86,0.65,0.72,0.98,0.79,0.83,0.92,0.76,1.0,0.88,1.0,0.88,0.79,0.92,0.85,0.62,0.54
