,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,tango-cs.csv,nativeclient.csv
bacula.csv,0.49,0.06,0.5,0.61,0.22,0.24,0.69,0.98,0.37,0.46,0.57,0.53,0.56,0.3,0.46,0.17,0.73,0.24,0.46,0.69
decidr.csv,0.41,0.12,0.46,0.54,0.16,0.36,0.65,0.75,0.29,0.24,0.99,0.54,0.57,0.24,0.44,0.09,0.67,0.3,0.42,0.64
elmo.csv,0.0,1.0,0.0,0.5,0.33,0.0,1.0,0.57,0.18,0.0,1.0,0.0,0.33,0.33,0.33,0.11,0.25,0.0,0.5,0.65
gpac.csv,0.51,0.09,0.56,0.67,0.18,0.36,0.73,0.8,0.37,0.45,0.64,0.98,0.65,0.21,0.54,0.18,0.76,0.36,0.35,0.8
img-browse-sort.csv,0.52,0.13,0.55,0.61,0.23,0.34,0.77,0.73,0.42,0.41,0.6,0.58,0.52,0.27,0.54,0.18,0.83,1.0,0.42,0.81
jajuk.csv,0.63,0.11,0.54,0.99,0.3,0.35,0.74,0.74,0.54,0.56,0.72,0.58,0.63,0.25,0.62,0.18,0.78,0.4,0.42,0.72
ktc.csv,1.0,0.07,0.65,0.8,0.29,0.38,0.87,0.71,0.65,0.54,0.78,0.56,0.71,0.41,0.7,0.21,0.81,0.29,0.52,0.81
nativeclient.csv,0.5,0.1,0.47,0.6,0.19,0.28,0.85,0.74,0.38,0.42,0.58,0.61,0.61,0.4,0.51,0.13,0.64,0.32,0.37,0.99
neoengine.csv,0.42,0.07,0.99,0.51,0.31,0.24,0.57,0.67,0.34,0.22,0.66,0.57,0.47,0.24,0.47,0.11,0.54,0.19,0.48,0.57
nicepress.csv,0.59,0.0,0.59,0.72,0.3,0.4,0.75,0.6,0.51,1.0,0.65,0.64,0.58,0.0,0.56,0.3,0.92,0.25,0.48,0.75
omseek.csv,0.62,0.0,0.56,0.52,0.36,0.43,0.83,0.89,0.25,0.44,0.57,0.71,0.65,0.25,0.52,1.0,0.84,0.24,0.44,0.67
rosegarden.csv,0.76,0.09,0.56,0.75,0.4,0.25,0.56,0.76,0.98,0.59,0.68,0.63,0.57,0.3,0.68,0.13,0.76,0.43,0.49,0.72
sigil.csv,0.61,0.1,0.62,0.69,0.28,0.44,0.96,0.77,0.42,0.42,0.63,0.88,0.65,0.35,0.56,0.18,1.0,0.44,0.3,0.88
smarttag.csv,0.63,0.0,0.46,0.69,0.14,0.36,0.7,0.69,0.56,0.58,0.7,0.65,0.61,0.93,0.62,0.16,0.67,0.32,0.41,0.68
sylpheed-claws.csv,0.57,0.0,0.51,0.66,0.21,0.35,0.8,0.76,0.41,0.43,0.59,0.65,0.98,0.27,0.57,0.16,0.66,0.26,0.42,0.6
tango-cs.csv,0.67,0.0,0.41,0.66,0.08,0.33,0.71,0.8,0.48,0.39,0.6,0.5,0.66,0.29,0.67,0.19,0.52,0.2,0.98,0.54
vapor.csv,0.75,0.0,0.6,0.59,0.15,1.0,1.0,0.73,0.41,0.67,0.54,0.65,0.56,0.31,0.63,0.23,0.84,0.33,0.56,0.83
xemeiah.csv,0.72,0.12,0.5,0.71,0.19,0.29,0.88,0.68,0.54,0.55,0.74,0.59,0.52,0.22,0.98,0.22,0.86,0.35,0.4,0.75
zorannt.csv,0.32,0.03,0.5,0.34,1.0,0.33,0.74,0.53,0.38,0.4,0.54,0.57,0.4,0.23,0.58,0.2,0.9,0.21,0.37,0.58
zscreen.csv,0.53,0.09,0.44,0.51,0.17,0.31,0.98,0.73,0.33,0.46,0.63,0.56,0.49,0.31,0.55,0.14,0.73,0.34,0.42,0.71
