,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,tango-cs.csv,nativeclient.csv
bacula.csv,0.4,0.4,0.47,0.39,0.45,0.45,0.44,0.42,0.45,0.48,0.41,0.34,0.41,0.42,0.45,0.49,0.42,0.42,0.37,0.54
decidr.csv,0.51,0.46,0.53,0.43,0.76,0.75,0.44,0.33,0.65,0.65,0.46,0.33,0.36,0.48,0.59,0.65,0.47,0.39,0.5,0.53
elmo.csv,0.67,0.75,0.0,0.88,0.67,0.5,0.75,0.86,0.97,0.67,0.67,0.5,0.83,0.67,0.67,0.94,0.75,0.0,0.83,0.94
gpac.csv,0.6,0.61,0.54,0.73,0.67,0.64,0.62,0.68,0.77,0.55,0.49,0.47,0.61,0.47,0.61,0.61,0.5,0.73,0.88,0.77
img-browse-sort.csv,0.59,0.53,0.66,0.5,0.64,0.66,0.51,0.51,0.77,0.68,0.49,0.38,0.55,0.42,0.57,0.65,0.52,0.77,0.5,0.76
jajuk.csv,0.41,0.39,0.37,0.44,0.45,0.44,0.41,0.31,0.51,0.44,0.41,0.33,0.39,0.58,0.43,0.51,0.44,0.4,0.32,0.52
ktc.csv,0.5,0.63,0.54,0.48,0.59,0.52,0.8,0.45,0.61,0.58,0.6,0.56,0.52,0.5,0.7,0.59,0.48,0.46,0.41,0.6
nativeclient.csv,0.36,0.42,0.45,0.38,0.43,0.42,0.5,0.34,0.45,0.44,0.37,0.36,0.42,0.4,0.42,0.5,0.46,0.35,0.36,0.56
neoengine.csv,0.44,0.52,0.59,0.51,0.59,0.51,0.42,0.44,0.52,0.56,0.5,0.49,0.55,0.48,0.6,0.51,0.56,0.48,0.48,0.61
nicepress.csv,0.97,0.67,0.84,0.97,0.7,0.93,0.75,0.63,0.79,0.6,0.99,0.76,0.7,0.0,0.72,0.89,0.92,0.75,0.61,0.95
omseek.csv,0.96,0.75,0.89,0.93,0.91,0.86,0.83,0.89,0.95,0.88,0.48,0.93,0.96,0.71,0.8,0.97,0.74,0.65,0.5,0.67
rosegarden.csv,0.5,0.6,0.49,0.62,0.54,0.54,0.47,0.63,0.66,0.52,0.58,0.57,0.48,0.55,0.76,0.58,0.52,0.86,0.37,0.77
sigil.csv,0.53,0.8,0.7,0.54,0.7,0.63,0.57,0.47,0.81,0.55,0.54,0.88,0.95,0.43,0.57,0.75,0.47,0.61,0.67,0.94
smarttag.csv,0.44,0.82,0.6,0.67,0.63,0.52,0.48,0.39,0.6,0.51,0.56,0.94,0.45,0.73,0.52,0.5,0.64,0.39,0.5,0.93
sylpheed-claws.csv,0.56,0.62,0.47,0.54,0.63,0.43,0.54,0.32,0.51,0.52,0.48,0.4,0.51,0.5,0.51,0.49,0.66,0.48,0.38,0.55
tango-cs.csv,0.67,0.0,0.62,0.86,0.94,0.83,0.88,0.95,0.7,0.61,0.99,0.94,0.65,0.86,0.76,0.78,0.86,0.6,0.62,0.56
vapor.csv,0.79,0.75,0.98,0.76,0.88,0.79,0.5,0.76,0.98,0.89,0.81,0.78,0.92,0.75,0.7,0.97,0.6,0.67,0.7,0.83
xemeiah.csv,0.53,0.44,0.47,0.48,0.66,0.53,0.62,0.44,0.53,0.52,0.58,0.43,0.47,0.67,0.59,0.63,0.45,0.53,0.35,0.55
zorannt.csv,0.85,0.71,0.97,0.7,0.95,0.81,0.79,0.96,0.92,0.93,0.63,0.62,0.95,0.45,0.94,0.98,0.9,0.54,0.38,0.61
zscreen.csv,0.43,0.41,0.46,0.41,0.53,0.41,0.48,0.41,0.47,0.44,0.38,0.33,0.46,0.38,0.48,0.48,0.44,0.41,0.41,0.63
