,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,tango-cs.csv,nativeclient.csv
bacula.csv,0.67,0.42,0.59,0.7,0.71,0.51,0.55,0.98,0.65,0.71,0.57,0.51,0.57,0.62,0.54,0.71,0.73,0.53,0.66,0.48
decidr.csv,0.57,0.61,0.63,0.63,0.59,0.55,0.59,0.67,0.48,0.35,0.99,0.51,0.67,0.51,0.53,0.46,0.66,0.64,0.57,0.59
elmo.csv,0.0,0.83,0.0,0.04,0.05,0.0,0.11,0.05,0.07,0.0,0.01,0.0,0.02,0.09,0.01,0.07,0.02,0.0,0.09,0.09
gpac.csv,0.47,0.44,0.51,0.43,0.46,0.51,0.45,0.37,0.43,0.66,0.6,0.96,0.5,0.44,0.58,0.49,0.64,0.35,0.23,0.38
img-browse-sort.csv,0.5,0.45,0.46,0.6,0.7,0.44,0.61,0.57,0.5,0.52,0.56,0.6,0.57,0.44,0.61,0.57,0.77,1.0,0.46,0.39
jajuk.csv,0.73,0.61,0.71,1.0,0.64,0.6,0.47,0.64,0.65,0.76,0.64,0.6,0.61,0.25,0.61,0.64,0.58,0.73,0.6,0.47
ktc.csv,0.98,0.43,0.51,0.6,0.48,0.48,0.33,0.47,0.57,0.41,0.45,0.38,0.47,0.65,0.5,0.52,0.67,0.54,0.65,0.39
nativeclient.csv,0.71,0.6,0.7,0.74,0.67,0.49,0.53,0.64,0.7,0.64,0.58,0.64,0.64,0.77,0.61,0.61,0.61,0.67,0.41,0.99
neoengine.csv,0.57,0.17,0.97,0.59,0.56,0.5,0.16,0.53,0.64,0.35,0.51,0.53,0.51,0.49,0.57,0.5,0.49,0.39,0.61,0.52
nicepress.csv,0.24,0.0,0.3,0.2,0.4,0.28,0.09,0.3,0.38,0.98,0.2,0.33,0.3,0.0,0.31,0.47,0.27,0.1,0.37,0.12
omseek.csv,0.17,0.0,0.05,0.27,0.2,0.15,0.13,0.1,0.06,0.23,0.53,0.21,0.16,0.49,0.22,0.93,0.36,0.35,0.59,0.01
rosegarden.csv,0.61,0.62,0.52,0.51,0.65,0.52,0.33,0.33,0.94,0.51,0.5,0.43,0.45,0.46,0.47,0.62,0.64,0.27,0.61,0.27
sigil.csv,0.64,0.24,0.46,0.61,0.52,0.52,0.53,0.52,0.41,0.5,0.51,0.15,0.15,0.72,0.58,0.43,0.98,0.64,0.32,0.12
smarttag.csv,0.75,0.0,0.63,0.47,0.54,0.63,0.45,0.53,0.68,0.72,0.52,0.24,0.61,0.99,0.57,0.59,0.52,0.64,0.43,0.23
sylpheed-claws.csv,0.54,0.0,0.61,0.62,0.43,0.68,0.63,0.69,0.62,0.67,0.58,0.69,0.96,0.5,0.64,0.63,0.44,0.48,0.56,0.42
tango-cs.csv,0.5,0.0,0.43,0.34,0.2,0.28,0.3,0.19,0.52,0.45,0.17,0.19,0.43,0.17,0.53,0.4,0.24,0.27,0.89,0.37
vapor.csv,0.46,0.0,0.29,0.34,0.2,0.97,0.05,0.28,0.2,0.2,0.32,0.31,0.21,0.4,0.47,0.31,0.45,0.1,0.56,0.04
xemeiah.csv,0.56,0.44,0.55,0.56,0.54,0.43,0.35,0.55,0.64,0.68,0.44,0.5,0.58,0.33,0.97,0.46,0.53,0.49,0.57,0.3
zorannt.csv,0.23,0.23,0.19,0.37,0.93,0.32,0.34,0.27,0.35,0.2,0.5,0.46,0.24,0.28,0.31,0.28,0.2,0.45,0.17,0.53
zscreen.csv,0.73,0.59,0.64,0.58,0.6,0.64,0.98,0.67,0.64,0.76,0.66,0.24,0.46,0.57,0.69,0.68,0.79,0.72,0.58,0.56
