,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,tango-cs.csv,nativeclient.csv
bacula.csv,0.59,0.1,0.53,0.67,0.34,0.34,0.61,0.98,0.48,0.58,0.62,0.62,0.56,0.43,0.53,0.28,0.75,0.35,0.58,0.54
decidr.csv,0.51,0.19,0.54,0.61,0.26,0.43,0.69,0.73,0.36,0.28,0.99,0.64,0.64,0.34,0.52,0.15,0.69,0.43,0.5,0.63
elmo.csv,0.0,0.89,0.0,0.06,0.08,0.0,0.16,0.08,0.09,0.0,0.02,0.0,0.03,0.12,0.03,0.08,0.04,0.0,0.12,0.13
gpac.csv,0.47,0.14,0.51,0.48,0.26,0.41,0.53,0.46,0.38,0.54,0.62,0.97,0.54,0.31,0.56,0.25,0.68,0.33,0.25,0.47
img-browse-sort.csv,0.49,0.2,0.48,0.6,0.35,0.37,0.67,0.64,0.44,0.45,0.59,0.67,0.55,0.41,0.59,0.27,0.8,1.0,0.43,0.48
jajuk.csv,0.67,0.18,0.62,1.0,0.4,0.44,0.55,0.71,0.58,0.65,0.67,0.62,0.61,0.23,0.61,0.28,0.64,0.53,0.53,0.54
ktc.csv,0.99,0.11,0.54,0.66,0.35,0.41,0.43,0.55,0.58,0.43,0.52,0.42,0.53,0.5,0.55,0.29,0.72,0.38,0.58,0.48
nativeclient.csv,0.63,0.17,0.59,0.7,0.31,0.35,0.61,0.71,0.51,0.53,0.66,0.65,0.63,0.55,0.58,0.22,0.75,0.49,0.5,0.99
neoengine.csv,0.54,0.14,0.98,0.57,0.39,0.35,0.64,0.72,0.46,0.3,0.55,0.55,0.58,0.33,0.56,0.19,0.58,0.25,0.54,0.59
nicepress.csv,0.3,0.0,0.36,0.27,0.32,0.3,0.12,0.37,0.4,0.99,0.27,0.4,0.36,0.0,0.36,0.35,0.37,0.12,0.39,0.18
omseek.csv,0.23,0.0,0.08,0.32,0.24,0.19,0.19,0.15,0.08,0.27,0.56,0.29,0.22,0.33,0.28,0.95,0.45,0.27,0.51,0.03
rosegarden.csv,0.65,0.17,0.52,0.57,0.48,0.34,0.61,0.42,0.96,0.52,0.55,0.48,0.48,0.35,0.52,0.22,0.68,0.3,0.55,0.35
sigil.csv,0.61,0.13,0.49,0.63,0.35,0.46,0.64,0.6,0.39,0.45,0.55,0.22,0.2,0.51,0.56,0.25,0.99,0.52,0.3,0.18
smarttag.csv,0.69,0.0,0.54,0.52,0.23,0.46,0.52,0.6,0.6,0.64,0.57,0.3,0.61,0.97,0.58,0.25,0.57,0.44,0.4,0.3
sylpheed-claws.csv,0.54,0.0,0.55,0.63,0.27,0.47,0.69,0.75,0.49,0.54,0.62,0.69,0.97,0.35,0.62,0.26,0.5,0.33,0.49,0.48
tango-cs.csv,0.54,0.0,0.41,0.42,0.11,0.28,0.38,0.27,0.48,0.41,0.22,0.24,0.49,0.19,0.57,0.25,0.3,0.21,0.92,0.42
vapor.csv,0.53,0.0,0.35,0.39,0.16,0.98,0.08,0.36,0.24,0.27,0.37,0.38,0.27,0.33,0.51,0.25,0.55,0.12,0.55,0.07
xemeiah.csv,0.61,0.19,0.51,0.6,0.28,0.34,0.45,0.62,0.58,0.6,0.51,0.53,0.57,0.25,0.98,0.29,0.62,0.4,0.5,0.38
zorannt.csv,0.24,0.06,0.24,0.36,0.95,0.3,0.43,0.33,0.34,0.24,0.53,0.49,0.27,0.36,0.37,0.22,0.29,0.29,0.52,0.65
zscreen.csv,0.64,0.16,0.55,0.64,0.27,0.43,0.98,0.76,0.47,0.62,0.69,0.72,0.63,0.47,0.67,0.24,0.81,0.49,0.5,0.62
