,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.16,0.26,0.58,0.0,0.45,0.32,0.64,0.23,0.32,0.44,0.46,0.57,0.72,0.33
elateportal.csv,0.88,0.58,0.38,0.28,0.5,0.28,0.43,0.27,0.36,0.64,0.46,0.41,0.59,0.0
gdis.csv,1.0,0.73,0.8,0.52,0.86,0.93,0.81,0.73,0.6,0.45,0.0,0.55,0.88,0.67
gzigzag.csv,0.68,0.17,0.0,0.0,0.18,0.07,0.07,0.0,0.08,0.15,0.0,0.14,0.09,0.0
icescrum.csv,0.08,0.13,0.26,0.0,0.38,0.0,0.34,0.02,0.0,0.07,0.38,0.14,0.0,0.17
jguard.csv,0.9,0.51,0.53,0.2,0.0,0.35,0.49,0.37,0.48,0.64,0.85,0.61,0.72,0.17
jitterbit.csv,0.09,0.0,0.27,0.52,0.25,0.2,0.54,0.05,0.36,0.35,0.46,0.53,0.22,0.17
jython.csv,0.0,0.3,0.44,0.56,0.61,0.65,0.08,0.44,0.44,0.2,0.0,0.12,0.06,0.0
personalaccess.csv,1.0,0.67,0.75,0.48,0.75,0.94,0.81,0.79,0.0,0.75,0.62,0.59,0.78,0.67
ppcboot.csv,0.03,0.44,0.59,0.24,0.45,0.36,0.01,0.2,0.2,0.36,0.31,0.45,0.69,0.67
repositorium.csv,0.16,0.35,0.53,0.08,0.2,0.02,0.61,0.0,0.68,0.13,0.46,0.22,0.81,0.67
unbvision.csv,0.11,0.5,0.85,0.0,0.73,0.0,0.41,0.26,0.48,0.82,0.54,0.2,0.34,0.0
wxstudio.csv,0.82,0.21,0.29,0.76,0.18,0.45,0.23,0.33,0.32,0.2,0.69,0.04,0.19,0.17
xbg.csv,0.03,0.18,0.19,0.12,0.39,0.05,0.02,0.12,0.0,0.0,0.0,0.08,0.09,0.0
