,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.95,0.53,0.44,0.46,0.45,0.59,0.63,0.8,0.44,0.54,0.4,0.67,0.38,0.75
elateportal.csv,0.28,0.45,0.48,0.73,0.42,0.59,0.63,0.56,0.78,0.4,0.67,0.41,0.39,0.3
gdis.csv,0.26,0.37,0.39,0.42,0.43,0.5,0.56,0.46,0.37,0.45,0.36,0.43,0.33,0.73
gzigzag.csv,0.29,0.98,0.88,0.0,0.9,0.9,0.97,0.0,0.95,0.88,0.8,0.9,0.89,0.0
icescrum.csv,0.95,0.89,0.55,0.0,0.48,0.75,0.41,0.67,0.67,0.83,0.34,0.89,0.56,0.67
jguard.csv,0.27,0.52,0.45,0.56,0.64,0.6,0.71,0.75,0.46,0.41,0.39,0.53,0.33,0.8
jitterbit.csv,0.96,0.73,0.78,0.82,0.84,0.8,0.85,0.8,0.7,0.8,0.61,0.81,0.71,0.35
jython.csv,0.95,0.99,0.77,0.94,0.6,0.73,0.94,0.8,0.8,0.93,0.0,0.89,0.75,0.0
personalaccess.csv,0.26,0.36,0.35,0.41,0.39,0.49,0.53,0.47,0.39,0.42,0.32,0.51,0.33,0.28
ppcboot.csv,0.95,0.53,0.45,0.64,0.55,0.59,0.77,0.95,0.48,0.59,0.56,0.74,0.35,0.43
repositorium.csv,0.97,0.53,0.52,0.75,0.63,0.83,0.47,0.9,0.47,0.8,0.28,0.93,0.31,0.42
unbvision.csv,0.97,0.52,0.43,0.83,0.46,0.72,0.44,0.52,0.5,0.45,0.34,0.67,0.57,0.67
wxstudio.csv,0.26,0.96,0.78,0.63,0.94,0.73,0.66,0.55,0.89,0.92,0.51,0.59,0.89,0.39
xbg.csv,0.91,0.99,0.96,0.89,0.66,0.89,0.8,0.9,0.8,0.86,0.0,0.86,0.8,0.0
