,qpe.csv,lmms.csv,openmeetings.csv,rsyslog.csv,grafx2.csv,yale.csv,sylpheed-claws.csv,openxava.csv,pgui.csv,lufa-lib.csv,netatalk.csv,xqilla.csv,bibletime.csv,keyczar.csv,quickfast.csv
bibletime.csv,0.6,0.49,0.48,0.75,0.8,0.59,0.88,0.49,0.83,0.0,0.45,0.38,0.38,0.57,0.42
grafx2.csv,0.54,0.61,0.49,0.64,0.43,0.68,0.47,0.92,0.7,0.54,0.6,0.33,0.67,0.56,0.42
keyczar.csv,0.61,0.77,0.93,0.55,0.57,0.57,0.41,0.88,0.4,0.52,0.43,0.35,0.8,0.45,0.4
lmms.csv,0.43,0.47,0.58,0.54,0.57,0.59,0.46,0.49,0.5,0.52,0.41,0.38,0.38,0.5,0.36
lufa-lib.csv,0.69,0.68,0.96,0.92,0.66,0.78,0.85,0.66,0.67,0.75,0.71,0.94,0.74,0.8,0.67
netatalk.csv,0.55,0.62,0.75,0.46,0.5,0.92,0.52,0.48,0.69,0.96,0.67,0.4,0.52,0.83,0.52
openmeetings.csv,0.98,0.97,0.95,0.61,0.53,0.99,0.76,0.62,0.85,0.54,0.64,0.83,0.8,0.67,0.9
openxava.csv,0.7,0.96,0.49,0.67,0.67,0.49,0.56,0.94,0.93,0.55,0.83,0.49,0.93,0.83,0.86
pgui.csv,0.7,0.61,0.84,0.7,0.69,0.88,0.79,0.85,0.71,0.55,0.76,0.64,0.7,0.67,0.8
qpe.csv,0.97,0.97,0.53,0.81,0.8,0.99,0.99,0.5,0.96,0.84,0.67,0.95,0.95,0.75,0.67
quickfast.csv,0.55,0.44,0.39,0.57,0.53,0.39,0.37,0.5,0.41,0.47,0.41,0.34,0.4,0.47,0.39
rsyslog.csv,0.48,0.47,0.64,0.58,0.45,0.7,0.45,0.41,0.42,0.52,0.48,0.35,0.41,0.62,0.47
sylpheed-claws.csv,0.46,0.51,0.68,0.53,0.34,0.53,0.49,0.54,0.38,0.39,0.48,0.38,0.41,0.55,0.38
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0
yale.csv,0.87,0.68,0.43,0.62,0.63,0.99,0.84,0.92,0.68,0.62,0.53,0.52,0.63,0.44,0.88
