,qpe.csv,lmms.csv,openmeetings.csv,rsyslog.csv,grafx2.csv,yale.csv,sylpheed-claws.csv,openxava.csv,pgui.csv,lufa-lib.csv,netatalk.csv,xqilla.csv,bibletime.csv,keyczar.csv,quickfast.csv
bibletime.csv,0.61,0.66,0.7,0.18,0.25,0.48,0.06,0.5,0.11,0.0,0.59,0.57,0.98,0.48,0.59
grafx2.csv,0.53,0.31,0.73,0.39,0.95,0.38,0.49,0.46,0.42,0.38,0.46,0.73,0.33,0.33,0.59
keyczar.csv,0.52,0.36,0.27,0.69,0.6,0.58,0.61,0.55,0.61,0.5,0.58,0.58,0.35,0.99,0.63
lmms.csv,0.7,0.99,0.54,0.61,0.28,0.44,0.6,0.65,0.72,0.3,0.57,0.51,0.67,0.62,0.59
lufa-lib.csv,0.48,0.44,0.27,0.4,0.49,0.41,0.4,0.41,0.44,0.97,0.47,0.0,0.37,0.12,0.34
netatalk.csv,0.59,0.3,0.59,0.51,0.47,0.35,0.45,0.53,0.43,0.15,0.88,0.36,0.4,0.15,0.39
openmeetings.csv,0.06,0.17,0.96,0.62,0.42,0.25,0.26,0.48,0.37,0.49,0.55,0.0,0.07,0.07,0.2
openxava.csv,0.53,0.19,0.56,0.27,0.09,0.62,0.41,1.0,0.23,0.63,0.25,0.68,0.24,0.12,0.11
pgui.csv,0.55,0.51,0.46,0.59,0.36,0.29,0.4,0.34,0.95,0.3,0.47,0.36,0.49,0.05,0.36
qpe.csv,0.89,0.19,0.65,0.32,0.06,0.25,0.24,0.0,0.23,0.16,0.0,0.0,0.26,0.07,0.05
quickfast.csv,0.35,0.56,0.52,0.53,0.21,0.53,0.69,0.38,0.63,0.52,0.39,0.51,0.41,0.54,0.98
rsyslog.csv,0.65,0.49,0.75,1.0,0.52,0.43,0.49,0.62,0.59,0.4,0.59,0.81,0.56,0.25,0.58
sylpheed-claws.csv,0.7,0.51,0.63,0.47,0.64,0.59,0.97,0.7,0.6,0.45,0.58,0.34,0.57,0.43,0.61
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.02,0.0
yale.csv,0.4,0.42,0.32,0.42,0.51,0.95,0.42,0.43,0.39,0.46,0.48,0.33,0.37,0.27,0.3
