,qpe.csv,lmms.csv,openmeetings.csv,rsyslog.csv,grafx2.csv,yale.csv,sylpheed-claws.csv,openxava.csv,pgui.csv,lufa-lib.csv,netatalk.csv,xqilla.csv,bibletime.csv,keyczar.csv,quickfast.csv
bibletime.csv,0.0,0.0,33.0,0.0,0.0,36.0,2.0,32.0,0.0,293.0,1.0,40.0,0.0,1.0,1.0
grafx2.csv,8.0,0.0,4.0,1.0,0.0,10.0,0.0,50.0,0.0,1.0,7.0,22.0,1.0,0.0,0.0
keyczar.csv,5.0,0.0,3.0,1.0,2.0,26.0,1.0,2.0,1.0,2.0,5.0,21.0,0.0,0.0,0.0
lmms.csv,0.0,0.0,10.0,1.0,2.0,3.0,4.0,1.0,1.0,7.0,0.0,39.0,0.0,1.0,2.0
lufa-lib.csv,26.0,0.0,12.0,1.0,4.0,12.0,5.0,70.0,0.0,0.0,0.0,119.0,1.0,0.0,1.0
netatalk.csv,6.0,0.0,3.0,0.0,0.0,5.0,0.0,4.0,1.0,1.0,0.0,45.0,0.0,0.0,0.0
openmeetings.csv,28.0,2.0,0.0,1.0,0.0,24.0,0.0,2.0,0.0,2.0,0.0,119.0,1.0,0.0,0.0
openxava.csv,2.0,5.0,28.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,2.0,6.0,0.0,0.0,0.0
pgui.csv,0.0,0.0,10.0,3.0,2.0,22.0,3.0,60.0,0.0,11.0,2.0,49.0,0.0,1.0,8.0
qpe.csv,0.0,0.0,27.0,3.0,2.0,27.0,3.0,147.0,2.0,6.0,51.0,119.0,0.0,0.0,1.0
quickfast.csv,44.0,0.0,29.0,6.0,1.0,39.0,0.0,53.0,2.0,5.0,15.0,42.0,0.0,0.0,0.0
rsyslog.csv,5.0,0.0,4.0,0.0,4.0,12.0,1.0,16.0,0.0,7.0,5.0,18.0,0.0,1.0,1.0
sylpheed-claws.csv,21.0,0.0,8.0,0.0,1.0,7.0,0.0,1.0,3.0,1.0,0.0,62.0,1.0,0.0,6.0
xqilla.csv,499.0,206.0,155.0,49.0,80.0,962.0,0.0,147.0,168.0,293.0,51.0,0.0,79.0,0.0,78.0
yale.csv,0.0,0.0,42.0,4.0,1.0,0.0,0.0,5.0,3.0,10.0,1.0,75.0,0.0,3.0,0.0
