,qpe.csv,lmms.csv,openmeetings.csv,rsyslog.csv,grafx2.csv,yale.csv,sylpheed-claws.csv,openxava.csv,pgui.csv,lufa-lib.csv,netatalk.csv,xqilla.csv,bibletime.csv,keyczar.csv,quickfast.csv
bibletime.csv,0.61,0.62,0.65,0.85,0.79,0.75,0.95,0.82,0.92,1.0,0.77,0.79,0.02,0.67,0.67
grafx2.csv,0.57,0.74,0.37,0.69,0.05,0.68,0.6,0.7,0.65,0.74,0.68,0.65,0.73,0.72,0.47
keyczar.csv,0.61,0.72,0.78,0.5,0.62,0.58,0.6,0.52,0.73,0.83,0.58,0.71,0.7,0.07,0.66
lmms.csv,0.66,0.02,0.54,0.72,0.96,0.64,0.71,0.43,0.56,0.93,0.79,0.81,0.48,0.63,0.74
lufa-lib.csv,0.63,0.66,0.78,0.67,0.81,0.68,0.7,0.88,0.66,0.03,0.64,1.01,0.7,0.9,0.77
netatalk.csv,0.49,0.75,0.47,0.54,0.58,0.71,0.63,0.57,0.63,0.88,0.14,0.81,0.67,0.88,0.68
openmeetings.csv,0.96,0.88,0.05,0.44,0.63,0.8,0.79,0.59,0.69,0.64,0.51,1.0,0.94,0.94,0.83
openxava.csv,0.54,0.85,0.72,0.77,0.93,0.58,0.65,0.01,0.81,0.68,0.79,0.45,0.81,0.9,0.92
pgui.csv,0.63,0.68,0.61,0.7,0.94,0.78,0.83,0.85,0.06,0.93,0.64,0.81,0.68,0.96,0.75
qpe.csv,0.13,0.85,0.64,0.99,0.96,0.8,0.91,1.0,0.82,0.93,1.0,1.02,0.88,0.94,0.96
quickfast.csv,0.86,0.76,0.82,0.8,0.95,0.8,0.62,0.91,0.69,0.75,0.89,0.83,0.89,0.58,0.02
rsyslog.csv,0.47,0.62,0.31,0.0,0.6,0.64,0.63,0.53,0.72,0.89,0.55,0.54,0.53,0.82,0.51
sylpheed-claws.csv,0.5,0.62,0.45,0.6,0.43,0.58,0.03,0.51,0.64,0.76,0.58,0.9,0.58,0.64,0.59
xqilla.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,0.0,1.0,0.98,1.0
yale.csv,0.73,0.83,0.94,0.9,0.79,0.06,0.69,0.63,0.83,0.85,0.84,0.96,0.96,0.93,0.76
